,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Barilla anzeigen,Abtropfgewicht,Füllmenge,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Produktgewicht,Bruttogewicht,FAO-Gebiet Bezeichnung,Drained weight,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Nestlé anzeigen,Einfach ungesättigte Fettsäuren,Informationen zum Angebot,mehrfach ungesättigte Fettsäuren
1695,Oetker Paradiescreme Vanille-Geschmack,"1,19€","Dr. Oetker Paradies Creme Vanille Geschmack ist ein ganz besonderer Genuss und verwöhnt die gesamte Familie. Unverwechselbar ein locker-leichtes, cremiges Dessert für jeden Tag. Einfach nur in kalte Milch geben, drei Minuten aufschlagen, fertig ist es zum Verzehr! Ein wahrhaft paradiesisches Vergnügen. Für eine beliebte Abwandlung kann die Paradies Creme mit einem Päckchen Dr. Oetker Finesse Jamaika-Rum-Aroma verfeinert und mit frischen Früchten garniert werden. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46145-dr-oetker-oetker-paradiescreme-vanille-geschmack/,https://bilder.kolonial.no/local_products/77b03a75-f632-4fed-9b13-6f229c0fefb9.jpg?auto=format&fit=max&w=649&s=a8ea70fa6dcfdf3e7a729f10e8b07beb,0.24 g,3 g,,16 g,18 g,2.20 g,3 g,477 kJ / 113 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, modifizierte Stärke, Glukosesirup, pflanzliche Öle (Palmkern, Palm), Emulgator E 472b, Geliermittel (Carrageen), MILCHEIWEISS, Salz, Farbstoffe (Carotin, Riboflavin), Aroma (enthält MILCHZUCKER). ",60 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Oetker Paradiescreme Schokolade,"1,19€","Dr. Oetker Paradies Creme Schokolade schmeckt köstlich und ist ein ideales Dessert für die ganze Familie. Unverwechselbar ein locker-leichtes, cremiges Dessert für jeden Tag. Einfach nur in kalte Milch geben, drei Minuten aufschlagen, fertig ist es zum Verzehr! Ein wahrhaft paradiesisches Vergnügen. Dr. Oetker Paradies Creme Schokolade schmeckt sowohl pur lecker, als auch mit Sauerkirschen und Raspelschokolade. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46313-dr-oetker-oetker-paradiescreme-schokolade/,https://bilder.kolonial.no/local_products/40241feb-027b-4433-9bd5-722695baeed0.jpg?auto=format&fit=max&w=649&s=93bd71547aa78fe014f958ff5c101887,0.22 g,3.70 g,,15 g,18 g,2.50 g,3.50 g,508 kJ / 121 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, 18% fettarmes Kakaopulver, modifizierte Stärke, Glukosesirup, pflanzliche Öle (Palmkern, Palm), Emulgator E 472b, Stabilisator Calciumlactat, MILCHEIWEISS, Geliermittel Carrageen, Aroma. ",74 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Oetker Dessert-Soße Bourbon Vanille,"1,39€","Schnell und einfach und dabei wunderbar cremig, das ist die neue Dessert-Soße Bourbon-Vanille ohne Kochen. Einfach in kalte Milch einrühren und schon kann jedes Dessert wunderbar verfeinert werden. Und dabei kann die Dessert-Soße sowohl kalt, als auch warm serviert werden. Die besondere Rezeptur erlaubt die Erwärmung der Dessert-Soße in der Mikrowelle. 
Einfacher geht es wohl nicht! , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46399-dr-oetker-oetker-dessert-sosse-bourbon-vanille/,https://bilder.kolonial.no/local_products/4e015e5b-281a-4446-86e4-127add09b379.jpg?auto=format&fit=max&w=779&s=3acbfcd99d92d331f00abc06a345fc1d,0.14 g,2.90 g,,13 g,17 g,1 g,1.60 g,399 kJ / 94 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, modifizierte Stärke, natürliches Bourbon-Vanille-Aroma, Glukosesirup, Palmfett, Emulgator E 472b, Farbstoff (Carotin), Salz, MILCHEIWEISS, natürliches Aroma (enthält MILCHBESTANDTEILE), gemahlene extrahierte Vanilleschoten. ",39 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Oetker Mousse A La Vanille,"1,79€","Für besonders schöne Momente: Genießen Sie Mousse à la Vanille mit dem außerordentlich zarten Geschmack. Diese Dessert-Spezialität ist sehr einfach zubereitet und beste Zutaten garantieren höchste Qualität.  Die Mousse lässt sich vielseitig variieren und servieren, zum Beispiel mit fruchtigen Obststückchen.
Verwöhnen Sie sich, Ihre Familie und Gäste mit diesem Dessertgenuss! , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46487-dr-oetker-oetker-mousse-a-la-vanille/,https://bilder.kolonial.no/local_products/27a775c3-8114-4d31-989e-73280f34bb5e.jpg?auto=format&fit=max&w=738&s=c414d3f179c03f1b93baca1ca777fd84,0.21 g,4.40 g,,16 g,19 g,2.20 g,3 g,516 kJ / 122 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, Gelatine, Glukosesirup, Palmfett, Maltodextrin, modifizierte Stärke, Emulgator E 472b, natürliches Bourbon-Vanille-Aroma, MILCHEIWEISS, Geliermittel Carrageen, Salz, Farbstoff Carotin, gemahlene extrahierte Vanilleschoten, natürliches Aroma (enthält MILCHBESTANDTEILE). ",60 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Oetker Seelenwärmer Pudding Sahne-Mandel,"0,99€","Der Dr. Oetker Seelenwärmer 1-Portion Cremepudding Sahne-Mandel-Geschmack schenkt durch die reichhaltige Rezeptur, den cremig-vollmundigen Geschmack und die warme Zubereitung echte Verwöhnmomente und das gute Gefühl von Glück und Geborgenheit. Einfach das Puddingpulver in einen leeren Kaffeebecher (ca. 300 ml Inhalt) geben, den Becher mit sprudelnd kochendem Wasser (150 ml) zu 2/3 füllen, und sofort kräftig verrühren, bis alles, auch am Becherboden, gelöst ist. Den Pudding am besten lauwarm genießen. Auf diese schnelle Weise bietet Dr. Oetker Seelenwärmer das einfachste Rezept für den spontanen, warmen Puddinggenuss in 1 Portion. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46558-dr-oetker-oetker-seelenwarmer-pudding-sahne-mandel/,https://bilder.kolonial.no/local_products/7f870d07-d769-4485-98b8-4d00bc02daac.jpg?auto=format&fit=max&w=540&s=46999bfda5f6a6803f46278c0d84e215,0.11 g,2.90 g,,10 g,19 g,2 g,3 g,494 kJ / 117 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","VOLLMILCHPULVER, Zucker, modifizierte Stärke, Maltodextrin, Aroma, Farbstoff (Carotin). ",58 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Oetker Mousse Au Chocolat Fein Herb,"1,79€","Dr. Oetker Mousse au Chocolat feinherb zeichnet sich durch einen besonders hohen Kakaoanteil aus. Alle Liebhaber von herber Schokolade werden diese Mousse Kreation lieben. Die Zubereitung dieser Dessert-Spezialität ist dabei kinderleicht und beste Zutaten garantieren höchsten Dessertgenuss. Mit der Rezeptvariante auf der Rückseite ist im Handumdrehen eine leckere und dabei außergewöhnliche Minz-Mousse gezaubert. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46895-dr-oetker-oetker-mousse-au-chocolat-fein-herb/,https://bilder.kolonial.no/local_products/917b203c-3daa-4da2-93b0-33c2c28f6c33.jpg?auto=format&fit=max&w=738&s=aa9ec15b7071a023f42beccff6caaa65,0.41 g,5.80 g,,14 g,18 g,3.10 g,4.40 g,587 kJ / 140 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, 31% fettarmes Kakaopulver, Glukosesirup, Palmfett, Gelatine, modifizierte Stärke, Emulgatoren (E 472a, E 471), Karamellzuckersirup, MILCHEIWEISS, Geliermittel Carrageen, Maltodextrin, Salz, Kaffee-Extrakt, Aroma. ",86 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Oetker Götterspeise Waldmeister-Geschmack,"1,39€","Der Klassiker unter den Dr. Oetker Götterspeisen ist die Götterspeise Waldmeister-Geschmack. Ganz besonders reizvoll sieht die Götterspeise aus, wenn man sie vor dem Servieren in Würfel schneidet. Seit 1920 ist Dr. Oetker Götterspeise bekannt als erfrischende Speise für die Sommermonate. Wegen ihres erfrischenden Geschmacks, ihrer wackeligen Konsistenz und ihrer faszinierenden Farbe ist Dr. Oetker Götterspeise Waldmeister-Geschmack immer wieder ein großes Vergnügen! , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46977-dr-oetker-oetker-gotterspeise-waldmeister-geschmac/,https://bilder.kolonial.no/local_products/0ab7aba9-8d6e-4aaa-b3d4-54d7df271f6c.jpg?auto=format&fit=max&w=664&s=efcfe2f7ff6b60b8862b36709ced5ccc,0.01 g,1.40 g,,13 g,14 g,0 g,0 g,260 kJ / 61 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Gelatine, Säuerungsmittel (Citronensäure), färbendes Lebensmittel Saflorkonzentrat, Aroma, Farbstoff (E 131).","25,20 Gramm",täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Oetker Soße ohne Kochen Vanille-Geschmack,"1,19€","Schnell und einfach und dabei wunderbar cremig, das ist Dessert-Soße Vanille-Geschmack ohne Kochen. Einfach in kalte Milch einrühren und schon kannmit Dessert-Soße ohne Kochen jedes Dessert wunderbar verfeinern.Und dabei kann die Dessert-Soße ohne Kochen sowohl kalt, als auch warm serviert werden. Die besondere Rezeptur erlaubt die Erwärmung der Dessert-Soße in der Mikrowelle. 
Einfacher geht es wohl nicht! , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47317-dr-oetker-oetker-sosse-ohne-kochen-vanille-geschma/,https://bilder.kolonial.no/local_products/044ae72f-bc37-4c2a-807c-d1dfa0036dbf.jpg?auto=format&fit=max&w=779&s=c9168a4664bb3a97c7c28ce120f90e76,0.16 g,2.90 g,,13 g,17 g,1 g,1.60 g,400 kJ / 95 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, modifizierte Stärke, Glukosesirup, Palmfett, Aroma (enthält MILCHPULVER), Emulgator E 472b, Salz, Farbstoff (Carotin), MILCHEIWEISS. ",40 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Oetker Tiramisu Creme,"1,79€","Die italienische Dessertspezialität als leckere Creme: Einfach und gelingsicher zubereitet

Holen Sie sich original italienisches Flair nach Hause. Das beliebte Dessert können Sie nun in Form einer Creme Tiramisu genießen. Ausgesuchte Zutaten garantieren eine Qualität, auf die Sie sich verlassen können. Dank der verständlichen und einfachen Schritt-für-Schritt Anleitung ist es mit Dr. Oetker leicht und unkompliziert ein cremiges Dessert gelingsicher zu kreieren. Ohne aufwendige Vorbereitung bereiten Sie die Creme Tiramisu im Handumdrehen zu. Ihre Familie wird vom typisch italienischen Geschmack der Süßspeise begeistert sein und auch spontanen Besuch können Sie mit einer leckeren Creme Tiramisu ganz nach italienischer Art verwöhnen.

Löffel für Löffel ein cremiger Genuss: Bieten Sie die Creme Tiramisu Ihren Gästen oder Ihrer Familie leicht gekühlt an. Als erfrischendes Dessert im halbgefrorenen Zustand sorgt die Creme ebenfalls für Genussmomente. Natürlich können Sie die Dr. Oetker Creme Tiramisu auch als Ausgangsbasis für das berühmte Tiramisu-Rezept mit Löffelbiskuit verwenden. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47379-dr-oetker-oetker-tiramisu-creme/,https://bilder.kolonial.no/local_products/8b08cf9b-da88-472f-9eac-1c4b5b894578.jpg?auto=format&fit=max&w=738&s=6dd0775a69440b56a564f91cf039adfc,0.25 g,4 g,,18 g,21 g,2.60 g,3.90 g,571 kJ / 136 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, 11% zerkleinerte Persipanmakronen (Zucker, WEIZENMEHL, Aprikosenkerne, HÜHNEREIEIWEISS, MILCHZUCKER, MILCHEIWEISS, Aroma), modifizierte Stärke, 5,7% KÄSEPULVER aus MASCARPONE und MILCHBESTANDTEILEN (90% getrockneter MASCARPONE-KÄSE, MAGERMILCHPULVER, MILCHEIWEISS, Stabilisator E 339), Glukosesirup, Gelatine, pflanzliche Öle (Palmkern, Palm), Emulgator E 472b, MILCHEIWEISS, Kaffee-Extrakt, Geliermittel Carrageen, Aroma, Salz, Farbstoff Carotin. Kann enthalten: HASELNÜSSE. ",70 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,Nüssen.,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Oetker Galetta Vanille- Geschmack,"1,39€","Lust auf schnellen Pudding-Genuss: 
Dr. Oetker Galetta - 1 Minuten Cremepudding Vanille-Geschmack ist der cremig feine Schlemmergenuss. Einfach mit kalter Milch zubereiten und schon nach einer Minute genießen. 
Ein wahrer Genuss, auch wenn es mal schnell gehen muss. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47415-dr-oetker-oetker-galetta-vanille-geschmack/,https://bilder.kolonial.no/local_products/81097324-5c50-42c1-a556-a360ba44171c.jpg?auto=format&fit=max&w=649&s=77ae981b068ab65821fdf425212eebab,0.17 g,2.90 g,,13 g,17 g,1 g,1.70 g,406 kJ / 96 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, modifizierte Stärke, Glukosesirup, Geliermittel (Carrageen), pflanzliche Öle (Palmkern, Palm), Emulgatoren (E 472a, E 471), Aroma (enthält MILCHPULVER), Farbstoffe (Carotin, Riboflavin), Salz, MILCHEIWEISS. ",80 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Ruf Kaltschale Erdbeer,"0,99€","So schmeckt der Sommer: Mit unserer fruchtig frischen Kaltschale machen Sie Ihren Lieben an heißen Tagen mit Sicherheit eine Freude. Ob als kühles Dessert oder als süße Hauptspeise erfrischt unsere Kaltschale mit wunderbarem Erdbeergeschmack. Einfach in 500 ml kaltes Wasser einrühren und schon können Sie gemeinsam genießen. Mit der doppelten Menge Wasser zubereitet, kann sie auch als fruchtiges Getränk genossen werden. , RUF Lebensmittelwerk KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47450-ruf-ruf-kaltschale-erdbeer/,https://bilder.kolonial.no/local_products/c87958d9-5f47-46ed-984e-435b6bae6a54.jpg?auto=format&fit=max&w=674&s=c04e55e564998f56352fff62a8412bf3,0.03 g,0 g,,12.30 g,13.60 g,0 g,0 g,232 kJ / 55 kcal,,"RUF Lebensmittelwerk KG, D-49610 Quakenbrück, Deutschland","Zucker, modifizierte Stärke, 2,6 % Erdbeerfruchtpulver (Erdbeeren, Maltodextrin, Säuerungsmittel Citronensäure, natürliches Aroma), getrocknete Erdbeeren (2,5 %), Säuerungsmittel Citronensäure, Verdickungsmittel Guarkernmehl, Aroma, Farbstoffe (Anthocyane, Kurkumin). Kann Spuren von EI, MILCH, SOJA und SCHALENFRÜCHTEN enthalten. ",84 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,"Eier, Sojabohnen, Milch, Nüssen.",,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Oetker High Protein Pudding-Pulver Schoko,"1,49€","Die High Protein Pudding-Pulver zaubern im Handumdrehen proteinreiche Cremepuddinge, die nicht nur fettarm, ohne Zuckerzusatz und ballasstoffreich, sondern auch richtig lecker sind. Die Zubereitung mit warmer Milch lässt die Herzen der Liebhaber von warmem Puddinggenuss höher schlagen. Nur in 300ml kochende Milch einrühren – brennt garantiert nicht an. Für 2 Portionen in der beliebten Sorte Schoko.

proteinreich, ohne Zuckerzusatz, fettarm, ballaststoffreich , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47729-dr-oetker-oetker-high-protein-pudding-pulver-schok/,https://bilder.kolonial.no/local_products/745fa4fa-8c2a-4ab5-8f9e-7021f400893b.jpg?auto=format&fit=max&w=649&s=8f5116acf14764475cef1e4dadf909e1,0.16 g,5.60 g,6.60 g,4.20 g,9.10 g,0.90 g,1.50 g,363 kJ / 87 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","resistentes Maltodextrin, modifizierte Stärke, 10% hydrolysiertes Kollagen, 8,0% fettarmes Kakaopulver, 6,8% MILCHEIWEISSERZEUGNIS, Salz, Süßungsmittel (Acesulfam K, Cyclamat, Saccharin), Aroma. ",55 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Oetker Mousse Au Chocolat,"1,99€","Luftig-lockeres Schokoladendessert mit einem intensiven Schokoladengeschmack und Schokoladenstückchen

Eine Mousse au Chocolat ist ein edles Dessert-Vergnügen für die ganze Familie. Der besonders kräftige Schokoladengeschmack und die lockere Konsistenz machen diese französische Süßspeise so unwiderstehlich. Veredelt wird die Dr. Oetker Mousse au Chocolat mit zartschmelzenden Schokoladenstückchen. Ein echtes Schokoerlebnis, für das beste Zutaten garantieren.

Die Zubereitung der Mousse au Chocolat ist mit Dr. Oetker einfach und gelingsicher. Sie müssen sich lediglich etwas gedulden, wenn Sie die angerührte Dessertcreme kühl stellen. Dadurch erhält die Mousse au Chocolat ihre einzigartige Lockerheit, und auch der Schokoladengeschmack kann so sein intensives Aroma entfalten. Aber die kurze Wartezeit lohnt sich, denn die Dr. Oetker Mousse au Chocolat wird nicht nur Ihrer Familie schmecken, sondern auch Ihre Gäste lassen sich bestimmt gern mit dem edlen Schokoladen-Genuss verwöhnen. Das Dessert kann außerdem schnell und unkompliziert mit vielen anderen Zutaten verfeinert werden. So ist die Mousse in Kombination mit frischen Orangen ein besonderes Erlebnis aus Frucht und Schokolade. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47765-dr-oetker-oetker-mousse-au-chocolat/,https://bilder.kolonial.no/local_products/cd3d7120-ebe7-4b64-9331-a2dd9c2f9abf.jpg?auto=format&fit=max&w=738&s=d84a1af724d2630057c4aa954c26848d,0.33 g,5.20 g,,17 g,21 g,3.40 g,4.80 g,635 kJ / 151 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","Zucker, 18% fettarmes Kakaopulver, 8,6% Schokolade (Zucker, Kakaomasse, fettarmes Kakaopulver, Kakaobutter, Emulgator (Lecithine)), Glukosesirup, Palmfett, Gelatine, Emulgatoren (E 472a, E 471), modifizierte Stärke, Geliermittel (Carrageen), MILCHEIWEISS, Salz. Kann enthalten: MILCHZUCKER, HASELNÜSSE. ",92 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,Nüssen.,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Ruf Kaltschale Pfirsich Maracuja,"0,99€","So schmeckt der Sommer: Mit unserer fruchtig frischen Kaltschale servieren Sie Ihren Lieben an warmen Tagen genau das Richtige. Ob als kühles Dessert oder als süße Hauptspeise erfrischt unsere Kaltschale mit wunderbarem Pfirsich-Maracuja-Geschmack. Einfach in 500 ml kaltes Wasser einrühren und schon können Sie gemeinsam genießen. Mit der doppelten Menge Wasser zubereitet, kann sie auch als fruchtiges Getränk genossen werden. , RUF Lebensmittelwerk KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47774-ruf-ruf-kaltschale-pfirsich-maracuja/,https://bilder.kolonial.no/local_products/ddb191c7-dce6-4a49-85a6-019bcb7fbfa4.jpg?auto=format&fit=max&w=674&s=33f2d471acf066ed1b52fdbeb4e33dd7,0.05 g,0.50 g,,11 g,14 g,0.10 g,0.50 g,247 kJ / 58 kcal,,"RUF Lebensmittelwerk KG, D-49610 Quakenbrück, Deutschland","Zucker, modifizierte Stärke, getrocknete Apfelstücke (5 %), 4,4% Pfirsichfruchtpulver (Pfirsichsaftkonzentrat, Glukosesirup), Säuerungsmittel Citronensäure, Aroma (Pfirsich, Maracuja), Verdickungsmittel Guarkernmehl, färbendes Lebensmittel Karamellpulver, Glukosesirup, Farbstoffe (Norbixin, Riboflavine). Kann Spuren von EI, MILCH, SOJA und SCHALENFRÜCHTEN enthalten. ",90 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,"Eier, Sojabohnen, Milch, Nüssen.",,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Oetker Seelenwärmer Pudding Vanille,"0,99€","Der Dr. Oetker Seelenwärmer 1-Portion Cremepudding Vanille-Geschmack schenkt durch die reichhaltige Rezeptur, den cremig-vollmundigen Geschmack und die warme Zubereitung echte Verwöhnmomente und das gute Gefühl von Glück und Geborgenheit. Einfach das Puddingpulver in einen leeren Kaffeebecher (ca. 300 ml Inhalt) geben, den Becher mit sprudelnd kochendem Wasser (150 ml) zu 2/3 füllen, und sofort kräftig verrühren, bis alles, auch am Becherboden, gelöst ist. Den Pudding am besten lauwarm genießen. Auf diese schnelle Weise bietet Dr. Oetker Seelenwärmer das einfachste Rezept für den spontanen, warmen Puddinggenuss in 1 Portion. , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47775-dr-oetker-oetker-seelenwarmer-pudding-vanille/,https://bilder.kolonial.no/local_products/592956fa-e7e4-4f62-a426-182529222ddb.jpg?auto=format&fit=max&w=540&s=ae515eadee848d4ed51d1b21822c0e97,0.11 g,2.90 g,,10 g,19 g,2 g,3 g,494 kJ / 117 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","VOLLMILCHPULVER, Zucker, modifizierte Stärke, Maltodextrin, Aroma (enthält MILCH), Farbstoff (Carotin). ",58 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Oetker Süße Mahlzeit Milchreis Vanille-Geschmack,"1,59€","Die beliebte Mahlzeit aus Kindertagen: Leckerer Milchreis

Der Dr. Oetker Milchreis Vanille-Geschmack ist ein Klassiker unter den süßen Mahlzeiten. Sicherlich ließen Sie sich diese süße Mahlzeit schon als Kind schmecken. Der Milchreis ist ganz einfach zubereitet: In nur zehn Minuten ist das aus Kindertagen bekannte Gericht fertig. 

Sie können Dr. Oetker Milchreis Vanille-Geschmack auf verschiedene Weisen kalt und warm genießen, als Mahlzeit oder kleine Leckerei für Zwischendurch. Sowohl pur als auch in Kombination mit Früchten schmeckt er einfach lecker. Auch mit klassischem Apfelmus und der typischen Zucker-Zimt-Mischung ist dieser Mahlzeit kaum zu widerstehen. 

Auf besondere Art können Sie den Milchreis Vanille-Geschmack genießen, wenn Sie diesen nach dem Erkalten mit 150 g mildem Joghurt und 50 ml Pfirsichsaft gut verrühren. Anschließend schichten Sie nach und nach Pfirsiche und Milchreis in eine Schale und streuen einen Esslöffel gehackte Pistazienkerne darüber. Köstlich! , Dr. August Oetker Nahrungsmittel KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47810-dr-oetker-oetker-susse-mahlzeit-milchreis-vanille/,https://bilder.kolonial.no/local_products/6f7ea059-14a1-45df-9d6d-6178a1e968bd.jpg?auto=format&fit=max&w=757&s=593aa249bcda0cd3daa9a060e3123b29,0.17 g,3.50 g,,9.10 g,22 g,0.80 g,1.30 g,484 kJ / 114 kcal,,"Dr. August Oetker Nahrungsmittel KG, Lutterstraße 14, 33547 Bielefeld, Deutschland","54% Instantreis, Zucker, Stärke, modifizierte Stärke, Verdickungsmittel (Xanthan), Salz, Aroma (enthält MILCHPULVER), Farbstoff (Carotin). ",125 Gramm,täglich,"Vorräte, Soßen & Gewürze",Backzutaten,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,
