,PROD_NAME,PROD_PRICE,PROD_ITEM,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Mögliche Lieferzeiten,Inhalt,Handelsklasse,Ursprungsland,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Eigenschaften,Lieferant,Region,Ursprungsregion,Qualität,Sorte,Beschreibung,Handelsmarke,Urprungsland,Handelklasse,Mix,Zutaten/Inhaltsstoffe,,Brennwert,Fett,davon gesättigte Fettsäuren,Kohlenhydrate,Zucker,Protein,Frischegarantie (mindestens),Ballaststoffe,Kann Spuren enthalten von 
215,Estragon,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52353-estragon/,https://bilder.kolonial.no/local_products/9781c7fc-fd9a-4daf-ab63-402723087303.jpg?auto=format&fit=max&w=250&s=033c23d72137943ed74bc8aec86beb42,täglich,15 Gramm,,"Spanien, Morokko oder Deutschland",Obst & Gemüse,Kräuter,oda,,keine Angabe,,,,,,,,,,,,,,,,,,,,
216,Bio Basilikum im Topf,"1,79€",Kräuter im Topf,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52336-bio-basilikum-im-topf/,https://bilder.kolonial.no/local_products/1d325139-345e-4aee-b953-f907f22157d0.jpg?auto=format&fit=max&w=829&s=b3d186e5830c837f8f3e810ddeb05496,täglich,1 Stück,,Deutschland,Obst & Gemüse,Kräuter,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
217,Koriander,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52354-koriander/,https://bilder.kolonial.no/local_products/f8545604-f0ad-4fe7-85db-2c2af30a1cf6.jpg?auto=format&fit=max&w=250&s=6b4a221f999226082a98b66c3ea3b71d,täglich,15 Gramm,,"Spanien, Morokko oder Deutschland",Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
218,Bio Krause Petersilie im Topf,"1,79€",Kräuter im Topf,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52340-bio-krause-petersilie-im-topf/,https://bilder.kolonial.no/local_products/a224c862-55ff-4c58-967d-48b57b8fe0d3.jpg?auto=format&fit=max&w=816&s=e3d2463054d23e6e84ed95d83fd41489,täglich,1 Stück,,Deutschland,Obst & Gemüse,Kräuter,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
219,Minze,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52355-minze/,https://bilder.kolonial.no/local_products/863e2f51-d463-4e8b-a406-97060a107f7d.jpg?auto=format&fit=max&w=250&s=fd58e5b69675bbfa9505e7be9e2a0a42,täglich,15 Gramm,,"Spanien, Morokko oder Deutschland",Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
220,Bio Schnittlauch im Topf,"1,79€",Kräuter im Topf,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52347-bio-schnittlauch-im-topf/,https://bilder.kolonial.no/local_products/d08b5a5b-d6c0-44ec-b229-bff4395f7d3a.jpg?auto=format&fit=max&w=599&s=c0cd3f897cc49738b79f759222512160,täglich,1 Stück,,Deutschland,Obst & Gemüse,Kräuter,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
221,Salbei,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52356-salbei/,https://bilder.kolonial.no/local_products/56c023dc-6d51-4b80-ba41-ca70b23f84d8.jpg?auto=format&fit=max&w=250&s=48e6edb3ae382ae4976392ade530657b,täglich,15 Gramm,,"Italien, Spanien, Morokko oder Deutschland",Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
222,Bio Oregano im Topf,"1,79€",Kräuter im Topf,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52349-bio-oregano-im-topf/,https://bilder.kolonial.no/local_products/f317d83b-83b6-4057-b376-c4ad2313bd8b.jpg?auto=format&fit=max&w=742&s=e7489f17f26721e3140d003edf63ee59,täglich,1 Stück,,Deutschland,Obst & Gemüse,Kräuter,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
223,Rosmarin,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52357-rosmarin/,https://bilder.kolonial.no/local_products/1df9dafe-82e6-4348-9f48-a71ac1284136.jpg?auto=format&fit=max&w=250&s=059d229e5af02ba26208021ab413427f,täglich,15 Gramm,,"Italien, Morokko oder Deutschland",Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
224,Bio Minze im Topf,"1,79€",Kräuter im Topf,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52351-bio-minze-im-topf/,https://bilder.kolonial.no/local_products/404f0e4b-0e15-44a5-94b4-4ac05de7f0dc.jpg?auto=format&fit=max&w=862&s=0106f641f1ece7b49e9f3a2067e52b71,täglich,1 Stück,,Deutschland,Obst & Gemüse,Kräuter,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
225,Thymian,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52443-thymian/,https://bilder.kolonial.no/local_products/2577f2f1-2e5e-427a-8a1a-b64abfd88279.webp?auto=format&fit=max&w=1000&s=6d2eededa4204cf1e13ec440d719c867,täglich,15 Gramm,,Deutschland,Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
226,Liebstöckel,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52925-liebstockel/,https://bilder.kolonial.no/local_products/e1f02907-1c50-488b-baf1-1aaa82d2702d.jfif?auto=format&fit=max&w=225&s=6cb4f5fa9eb2e83fea279e3b2179f4d6,täglich,15 Gramm,,"Spanien, Morokko oder Deutschland",Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
227,Dill,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52934-dill/,https://bilder.kolonial.no/local_products/9935ad2c-69cf-42f3-9c17-963fa8d899f8.jpg?auto=format&fit=max&w=250&s=d45832bcc476ec1ac71df8cd5380ddb7,täglich,25 Gramm,,Spanien oder Deutschland,Obst & Gemüse,Kräuter,oda,,keine Angabe,,,,,,,,,,,,,,,,,,,,
228,Schnittlauch,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52935-schnittlauch/,https://bilder.kolonial.no/local_products/c229fe7c-8d96-4c41-bf48-25f7111717e0.jpg?auto=format&fit=max&w=250&s=9063a385043887b80d14571990c83537,täglich,25 Gramm,,"Spanien, Morokko oder Deutschland",Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
229,Glatte Petersilie,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52936-glatte-petersilie/,https://bilder.kolonial.no/local_products/e0487249-c24f-43c6-8953-a1feda38a03f.jpg?auto=format&fit=max&w=250&s=c2415831840c0d1d0f040fba4ccacac1,täglich,30 Gramm,,Spanien oder Deutschland,Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
230,Bohnenkraut,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/57637-bohnenkraut/,https://bilder.kolonial.no/local_products/8040e05b-ccaa-4309-8181-a3cf3674ac79.jpg?auto=format&fit=max&w=1000&s=c4afbe35e3ef46bc0f9d6de2a8be9616,täglich,15 Gramm,,Deutschland oder Morokko,Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
231,Krause Petersilie,"0,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/57638-krause-petersilie/,https://bilder.kolonial.no/local_products/a73ea1b4-b786-4995-92fe-e1bbe89a8688.jpg?auto=format&fit=max&w=1000&s=c6cf93d161872c3bcca766c08a095fb6,täglich,30 Gramm,,"Spanien, Italien oder Deutschland",Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
232,Bärlauch,"1,39€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/60888-barlauch/,https://bilder.kolonial.no/local_products/ba74d84a-d788-4562-be4a-a74743beec4d.jpg?auto=format&fit=max&w=1000&s=bd0f661e5845ac37d636248d2671abed,täglich,25 Gramm,I,Deutschland oder Frankreich,Obst & Gemüse,Kräuter,oda,,keine Angabe,,,,,,,,,,,,,,,,,,,,
233,Zitronengras,"1,99€",Geschnittene Kräuter,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/54799-zitronengras/,https://bilder.kolonial.no/local_products/a1e48001-af50-4072-b1f7-69de709e04ab.jpg?auto=format&fit=max&w=1000&s=0f6c7a8b8dd160a7d3e097abe547e777,täglich,50 Gramm,I,Thailand,Obst & Gemüse,Kräuter,oda,,,,,,,,,,,,,,,,,,,,,,
234,Bio Rosmarin im Topf,"1,79€",Kräuter im Topf,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/57636-bio-rosmarin-im-topf/,https://bilder.kolonial.no/local_products/6d1ee14c-b0e4-4b67-9f23-a849cd6a3418.png?auto=format&fit=max&w=761&s=ec64f0b3ee2b35dcd184a588f3956665,täglich,1 Stück,,Deutschland,Obst & Gemüse,Kräuter,oda,Bio-Produkt,,,,,,,,,,,,,,,,,,,,,
235,BIO COMPANY Bio Walnusskernbruch,"3,79€",Nüsse,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52465-bio-company-bio-company-bio-walnusskernbruch/,https://bilder.kolonial.no/local_products/591d18ee-b2f0-4ce3-b2f6-f64f511a13bd.jpg?auto=format&fit=max&w=450&s=673c9aee7205004addb90c8fe0a5a996,täglich,250 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,WALNUSSkerne Bruch* ,,2831 kJ / 685 kcal,63 g,,11 g,7 g,17 g,,6.10 g,"Erdnüsse, Nüssen."
236,BIO COMPANY Bio Sultaninen,"2,99€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52498-bio-company-bio-company-bio-sultaninen/,https://bilder.kolonial.no/local_products/2a0f9dd4-26a0-45c3-aa41-69a70e01399b.jpg?auto=format&fit=max&w=450&s=3838358bd9f6e1ff79f43ca0d8cc4da6,täglich,500 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,"Sultaninen* 99,5 %, Sonnenblumenöl* 0,5 %",,1385 kJ / 327 kcal,1.30 g,,73 g,68 g,2.70 g,,3.90 g,"Erdnüsse, Nüssen."
237,BIO COMPANY Bio Sonnenblumenkerne,"1,99€",Kerne,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52502-bio-company-bio-company-bio-sonnenblumenkerne/,https://bilder.kolonial.no/local_products/5ec5b2c0-29e5-407b-9dfc-c09dc4f8fa7a.jpg?auto=format&fit=max&w=450&s=b4e6f732e454720ff4e65c0d3a7246e0,täglich,500 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,Sonnenblumenkerne*,,2053 kJ / 492 kcal,26.30 g,,34.70 g,3.50 g,26.10 g,,5.80 g,"Gluten, Sojabohnen, Nüssen, Sesamsamen."
238,"BIO COMPANY Bio Mangostücke, getrocknet","2,49€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52601-bio-company-bio-company-bio-mangostucke-getrocknet/,https://bilder.kolonial.no/local_products/3aac3cd7-d0c9-43cd-baa1-d63b02208357.jpg?auto=format&fit=max&w=450&s=68b3f71893644800c5852296008c9ec7,täglich,100 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,"Mango*, getrocknet",,1430 kJ / 338 kcal,1.20 g,,70 g,56 g,3.40 g,,9.30 g,"Erdnüsse, Nüssen."
239,BIO COMPANY Bio Kürbiskerne,"2,99€",Kerne,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52635-bio-company-bio-company-bio-kurbiskerne/,https://bilder.kolonial.no/local_products/e4030be6-4c73-46ce-914f-cde4b470b739.jpg?auto=format&fit=max&w=450&s=6944e6c7715f2921abcb7d47815d0de5,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,Kürbiskerne*,,2465 kJ / 595 kcal,48 g,,1.30 g,1.30 g,37 g,,6.30 g,"Gluten, Erdnüsse, Sojabohnen, Nüssen."
240,BIO COMPANY Bio Cashewkerne,"4,99€",Nüsse,Es wurden keine detaillierten Informationen zu diesem Produkt zur Verfügung gestellt.,https://oda.com//de/products/52794-bio-company-bio-company-bio-cashewkerne/,https://bilder.kolonial.no/local_products/6054521b-47d5-4d82-9d59-999712021567.jpg?auto=format&fit=max&w=450&s=ab1d0e6f4553cadb95516011359925dd,täglich,250 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"BIO COMPANY, Rheinstraße 45-46, 12161 Berlin, Deutschland",,,,,,,,,,,,,,,,,,,,
241,Seeberger Milde Pinienkerne,"4,99€",Kerne,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/43783-seeberger-seeberger-milde-pinienkerne/,https://bilder.kolonial.no/local_products/3a3c4720-f063-407e-a05d-6b211ec8146a.jpg?auto=format&fit=max&w=574&s=efdb9501d11e48bedd61e709b20d25c6,täglich,50 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"PINIENKERNE
Kann Spuren von Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,3033 kJ / 735 kcal,71 g,5.80 g,5.80 g,3.30 g,17 g,,,"Erdnüsse, Nüssen."
242,"BIO COMPANY Bio Mandeln, braun","4,99€",Nüsse,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52607-bio-company-bio-company-bio-mandeln-braun/,https://bilder.kolonial.no/local_products/ba700626-fc6e-42db-8671-183409f0ef23.jpg?auto=format&fit=max&w=450&s=334c38f623f2c4e5f059ec8561689413,täglich,250 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,MANDELN* braun ,,2577 kJ / 624 kcal,54 g,,5.40 g,3.70 g,22 g,,14 g,"Erdnüsse, Nüssen."
243,BIO COMPANY Bio Datteln ohne Stein,"2,49€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52774-bio-company-bio-company-bio-datteln-ohne-stein/,https://bilder.kolonial.no/local_products/083246d8-0a89-49e4-abe6-ed89457da36c.jpg?auto=format&fit=max&w=450&s=9794eca577c7bb352fb593b45a04f930,täglich,250 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,Datteln*,,1244 kJ / 294 kcal,0.50 g,,65 g,65 g,1.90 g,,8.70 g,"Erdnüsse, Nüssen."
244,Seeberger Kürbiskerne Schalenlos,"4,95€",Kerne,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/44862-seeberger-seeberger-kurbiskerne-schalenlos/,https://bilder.kolonial.no/local_products/19294e12-c025-4130-adb8-fa6851d90229.jpg?auto=format&fit=max&w=729&s=1d8132fef2b067c277dffeefb1217d66,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"KÜRBISKERNE schalenlos 
Kann Spuren von Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2459 kJ / 593 kcal,47 g,9 g,2.80 g,1.40 g,36 g,,,"Erdnüsse, Nüssen."
245,BIO COMPANY Bio Mandeln blanchiert,"4,69€",Nüsse,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52608-bio-company-bio-company-bio-mandeln-blanchiert/,https://bilder.kolonial.no/local_products/6b89cdde-5234-483b-ae5d-f3d56fbf068b.jpg?auto=format&fit=max&w=450&s=ddcc2516517713c11b3cb433189178bd,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,geschälte MANDELN* ,,2544 kJ / 616 kcal,54 g,,5.30 g,3.50 g,22 g,,11 g,Sesamsamen.
246,BIO COMPANY Bio Feigen,"2,99€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52738-bio-company-bio-company-bio-feigen/,https://bilder.kolonial.no/local_products/61df035d-f79c-46aa-a734-5fc55b130a33.jpg?auto=format&fit=max&w=450&s=3b91981a213ab0692740df14b24b2cab,täglich,250 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,Feigen getrocknet*,,1162 kJ / 275 kcal,1.30 g,,55 g,55 g,3.50 g,,13 g,"Erdnüsse, Nüssen."
247,Seeberger Kerne-Mix Tomate & Hanf,"2,75€",Kerne,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/46766-seeberger-seeberger-kerne-mix-tomate-hanf/,https://bilder.kolonial.no/local_products/37839371-14a8-4d4e-8ed5-178c079af520.jpg?auto=format&fit=max&w=681&s=d53f0726b0630dcb34a6b095a1d20bac,täglich,125 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Obst in veränderlichen Gewichtsanteilen (Sonnenblumenkerne, Hanfsamen (20 %), geröstete SOJAKERNE, Kürbiskerne schalenlos), 
Tomaten (22 %), Meersalz. Kann Spuren von Cashewkernen, Erdnüssen, Haselnüssen, Macadamianüssen, Mandeln, Paranüssen, Pekannüssen, Pistazien und Walnüssen enthalten. ",,1945 kJ / 469 kcal,31 g,4.40 g,12 g,8 g,26 g,,,"Erdnüsse, Nüssen."
248,BIO COMPANY Bio Paranüsse,"4,19€",Nüsse,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52573-bio-company-bio-company-bio-paranusse/,https://bilder.kolonial.no/local_products/fe367b91-1b60-4aba-b10d-3b56295aef7d.jpg?auto=format&fit=max&w=450&s=49152d9da1e37c117c00aaaa2dc984d6,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,PARANÜSSE* ,,2876 kJ / 696 kcal,63 g,,12 g,1.50 g,17 g,,5.50 g,"Nüssen, Sesamsamen."
249,BIO COMPANY Bio Cranberries,"2,49€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52783-bio-company-bio-company-bio-cranberries/,https://bilder.kolonial.no/local_products/90ed7002-97ae-4ee6-811f-0d494fa67752.jpg?auto=format&fit=max&w=450&s=44d1abefbbeebae52bdd69bf0c0188bb,täglich,100 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,"Cranberries* getrocknet, gesüßt 60%, Apfelsaftkonzentrat* 39%, Sonnenblumenöl* 1%",,1313 kJ / 310 kcal,1 g,,70 g,59 g,0.90 g,,5.90 g,"Erdnüsse, Nüssen."
250,Seeberger Vital-Kerne-Mix,"3,39€",Kerne,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/47897-seeberger-seeberger-vital-kerne-mix/,https://bilder.kolonial.no/local_products/6c23271f-5c43-4dd4-b2f8-73bc43570f75.jpg?auto=format&fit=max&w=729&s=742887254a26f3704e4a6245b1b5bdf0,täglich,150 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"Sonnenblumenkerne (45 %), Kürbiskerne schalenlos (28 %), geröstete SOJAKERNE (17 %), Pinienkerne (10 %).
Kann Spuren von Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2496 kJ / 603 kcal,49 g,6.40 g,6 g,2.60 g,30 g,,,"Erdnüsse, Nüssen."
251,BIO COMPANY Bio Nussmischung,"3,59€",Nüsse,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52587-bio-company-bio-company-bio-nussmischung/,https://bilder.kolonial.no/local_products/ca34bebe-f60c-4c2c-8d33-2fafde9243a7.jpg?auto=format&fit=max&w=450&s=12b75dedba969860c9fe50a26c1a04cc,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,"CASHEWKERNstücke*, HASELNUSSkerne*, PARANUSSkerne*, MANDELN blanchiert*, MANDELN braun*, WALNUSSkerne*, PEKANNUSSkerne* ",,2680 kJ / 641 kcal,57.20 g,,11.40 g,3.90 g,16.30 g,,7.40 g,"Gluten, Erdnüsse, Sojabohnen, Nüssen, Sesamsamen."
252,BIO COMPANY Bio Gojibeeren,"3,39€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52713-bio-company-bio-company-bio-gojibeeren/,https://bilder.kolonial.no/local_products/4a4fe85b-7c08-4539-9905-b6923a22c1b5.jpg?auto=format&fit=max&w=450&s=e52a6e6ea435e705cf616164cc16b5fb,täglich,100 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,Gojibeeren* getrocknet 100%,,1334 kJ / 316 kcal,2.80 g,,53.90 g,53.90 g,10.60 g,,13 g,"Erdnüsse, Nüssen."
253,Seeberger Sonnenblumenkerne,"3,29€",Kerne,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/43454-seeberger-seeberger-sonnenblumenkerne/,https://bilder.kolonial.no/local_products/444dc160-77e8-4451-842d-334973814c7d.jpg?auto=format&fit=max&w=666&s=0c2299083450e40ea93b6548399f5d76,täglich,500 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,SONNENBLUMENKERNE Kann Spuren von Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ,,2580 kJ / 624 kcal,54 g,5.70 g,6.10 g,2.40 g,26 g,,,"Erdnüsse, Nüssen."
254,"BIO COMPANY Bio Erdnüsse in der Schale, geröstet","2,19€",Nüsse,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52745-bio-company-bio-company-bio-erdnusse-in-der-schale/,https://bilder.kolonial.no/local_products/883acb58-3c09-40ea-aa77-abe96c5476d5.jpg?auto=format&fit=max&w=450&s=94fbba70291adbc02e76dd220ee22070,täglich,250 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,ERDNÜSSE* in der Schale geröstet ,,2514 kJ / 607 kcal,48 g,,7.50 g,5.50 g,30 g,,12 g,Nüssen.
255,BIO COMPANY Bio Apfelchips,"1,99€",Trockenfrüchte,BIO COMPANY SE hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/52843-bio-company-bio-company-bio-apfelchips/,https://bilder.kolonial.no/local_products/04098c05-15b1-4d44-8b63-45e29ba91b22.jpg?auto=format&fit=max&w=450&s=c5dded1e98eb6f5e48ae9da3787d7b86,täglich,80 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,Bio-Produkt,"BIO COMPANY SE, Rheinstraße 45-46, 12161, Berlin, Deutschland",,,,,,,,,,Apfelchips getrocknet 100%,,1402 kJ / 331 kcal,0.90 g,,68.80 g,63.70 g,3.30 g,,12 g,"Erdnüsse, Nüssen."
256,Seeberger Sonnenblumenkerne,"1,69€",Kerne,Seeberger GmbH hat die oben genannten Informationen zur Verfügung gestellt.,https://oda.com//de/products/44388-seeberger-seeberger-sonnenblumenkerne/,https://bilder.kolonial.no/local_products/306247cd-9df8-4bf4-a0dc-b9ad9aed4a64.jpg?auto=format&fit=max&w=729&s=de5a8edbcbfb3d6927732801e716a6b5,täglich,200 Gramm,,,Obst & Gemüse,"Nüsse, Trockenfrüchte & Kerne",oda,,"Seeberger GmbH, Hans-Lorenser-Str. 36, 89079 Ulm, Deutschland",,Deutschland,,,,,,,,"SONNENBLUMENKERNE
Kann Spuren von Schalenfrüchten (z. B. Nüssen und Steinfrüchten) und Erdnüssen enthalten. ",,2580 kJ / 624 kcal,54 g,5.70 g,6.10 g,2.40 g,26 g,,,"Erdnüsse, Nüssen."
