,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Lagerung,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Ursprungsregion,EInlage Currywurstscheiben,Bruttogewicht,Bundesland,Herkunftsland,Haltungsstufe,Frischegarantie (mindestens),Beschreibung,Variables Gewicht,Verbrauchshinweis,Verpackungshinweis,Besonderheit,davon Stärke,mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,*,Ursprungsland,Ballaststoffe,davon Polyole,Informationen zum Angebot,*Haltungsstufe,Zubereitungshinweis,Zubereitungsempfehlung (gekühltes Produkt),Zubereitungsempfehlung,Abtropfgewicht,Natrium,Hinweis,Backofen,Grill,"Bratpfanne, Pfanne",Zubereitungsempfehlungen,Herkunftsland der Aquakultur/Binnenfischerei,Lateinischer Name,Inverkehrbringer,Verbraucherhinweise,Hinweis zur Frischegarantie
61,Bio Hähnchenkeule mariniert,"6,95€","Es ist gut, es ist natürlich, es ist Bio aus Italien.
Eine 20-jährige Erfahrung im Bio-Bereich und eine erstaunliche Aufmerksamkeit für die gastronomische Tradition: Eine ganze Welt guter und einfacher Produkte entsteht, die sich um gesunden Menschenverstand, Bewusstsein und natürliche und gesunde Entscheidungen dreht.
Einzigartiges, umweltfreundliches und tierbewusstes Bio-Fleisch mit einzigartigem Geschmack.
 
Bio Traditionsgeflügel mit Herz lässt uns von der italienischen Sonne geküsste Bio-Fleischprodukte endlich auch in Deutschland genießen. Ein Sortiment, das aus einer ständig überwachten Produktionskette hervorgegangen ist, die den Tierschutz- und Umweltanforderungen entspricht. Eine High-End-Linie für alle, die gute und gesunde Produkte kaufen und sich wirklich gut um ihre eigene Gesundheit kümmern möchten. Genau wie du.
 
Wir garantieren eine artgerechte Tierhaltung, welche über die EU Öko Verordnung hinausgeht.
Viel Platz und Beschäftigungsmaterial lassen die Tiere Ihrem natürlichen Instinkt nachkommen.
Qualität die man schmeckt. , TLC Landgeflügel GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53446-geflugel-gross-bio-hahnchenkeule-mariniert/,https://bilder.kolonial.no/local_products/d5cd36fa-d716-42c5-ba66-81a39586b8a7.jpg?auto=format&fit=max&w=1000&s=89d1e2c4cd906244245e655fd75fb323,1 g,18 g,1 g,1 g,4.50 g,13 g,796 kJ / 192 kcal,KühlproduktMuss zwischen 0-2 °C gelagert werden.,Bio-Produkt,"TLC Landgeflügel GmbH, Moosvogl 21, 84323 Massing, Deutschland",,"Hähnchenkeule 98%, Rapsöl, Speisesalz, Gewürze, Zucker, Natürliches Aroma, Rapsöl ganz gehärtet",ca. 500 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Italien,,,,,"Stufe ④ Premium: Mit dem grünen Label der Stufe 4 wird z. B. Biofleisch gekennzeichnet, das die Anforderungen an die europäische Öko-Verordnung und ihre Richtlinien erfüllt. Die Haltungsstufe 4 stellt die höchste Haltungsform der Initiative Tierwohl (ITW) dar. Sie ist geprägt durch gentechnikfreies Futtermittel, einen Zugang zu einem Freigelände sowie höhere Platzvorgaben.",3 Tage,,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig mit einer Kerntemperatur von mindestens 75°C durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,Ohne Gentechnik,,,,,,,,,,,,,,,,,,,,,,,,
62,Bio Hähnchenbrust Geschnetzeltes mariniert,"11,50€","Es ist gut, es ist natürlich, es ist Bio aus Italien.
Eine 20-jährige Erfahrung im Bio-Bereich und eine erstaunliche Aufmerksamkeit für die gastronomische Tradition: Eine ganze Welt guter und einfacher Produkte entsteht, die sich um gesunden Menschenverstand, Bewusstsein und natürliche und gesunde Entscheidungen dreht.
Einzigartiges, umweltfreundliches und tierbewusstes Bio-Fleisch mit einzigartigem Geschmack.
 
Bio Traditionsgeflügel mit Herz lässt uns von der italienischen Sonne geküsste Bio-Fleischprodukte endlich auch in Deutschland genießen. Ein Sortiment, das aus einer ständig überwachten Produktionskette hervorgegangen ist, die den Tierschutz- und Umweltanforderungen entspricht. Eine High-End-Linie für alle, die gute und gesunde Produkte kaufen und sich wirklich gut um ihre eigene Gesundheit kümmern möchten. Genau wie du.
 
Wir garantieren eine artgerechte Tierhaltung, welche über die EU Öko Verordnung hinausgeht.
Viel Platz und Beschäftigungsmaterial lassen die Tiere Ihrem natürlichen Instinkt nachkommen.
Qualität die man schmeckt. , TLC Landgeflügel GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53628-landgeflugel-bio-hahnchenbrust-geschnetzeltes-mari/,https://bilder.kolonial.no/local_products/08d73bcd-c58c-4a3e-a1c4-e559396e64ce.jpg?auto=format&fit=max&w=1000&s=7bf02ee8cdf7763ad0d12dc53a12d31d,1 g,19.30 g,0.50 g,2 g,0.80 g,2 g,423 kJ / 101 kcal,KühlproduktMuss zwischen 0-2 °C gelagert werden.,Bio-Produkt,"TLC Landgeflügel GmbH, Moosvogl 21, 84323 Massing, Deutschland",,"Hähnchenbrust Geschnetzeltes 98%, Rapsöl, Speisesalz, Gewürze, Zucker, Natürliches Aroma, Rapsöl ganz gehärtet",ca. 350 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Italien,,,,"Deutschland/Österreich/Slowenien/Italien (Um einen Hinweis zur tatsächlichen Herkunft zu erhalten, beachte bitte die Angaben auf der angelieferten Packung selbst; nur diese ist maßgeblich wie auch verbindlich)","Stufe ④ Premium: Mit dem grünen Label der Stufe 4 wird z. B. Biofleisch gekennzeichnet, das die Anforderungen an die europäische Öko-Verordnung und ihre Richtlinien erfüllt. Die Haltungsstufe 4 stellt die höchste Haltungsform der Initiative Tierwohl (ITW) dar. Sie ist geprägt durch gentechnikfreies Futtermittel, einen Zugang zu einem Freigelände sowie höhere Platzvorgaben.",3 Tage,,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig mit einer Kerntemperatur von mindestens 75°C durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,Ohne Gentechnik,,,,,,,,,,,,,,,,,,,,,,,,
63,Rinder-Hüftsteak,"5,65€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54438-gustopur-rinder-huftsteak/,https://bilder.kolonial.no/local_products/248c5635-f9aa-47dd-a26b-6c034adc0ecb.jpg?auto=format&fit=max&w=1000&s=1a1189f97c9b63297d844f7fb822f91f,0.13 g,21 g,0 g,0 g,1.30 g,2 g,438 kJ / 104 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,100 % Rindfleisch.,ca. 260 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,Deutschland,"Stufe ① Stallhaltung: Fleisch von Tieren, das mit dem roten Label der Stufe 1 gekennzeichnet ist, kommt aus Tierhaltung, die dem gesetzlichen Standard entspricht.",3 Tage,"Frisch, vom Rind. perfekt zum Braten oder für den Grill","Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,,,,,,,,,,,,,,,,,,,,,,,,,
64,Hähnchenoberkeulensteak mariniert,"4,99€","Unser Hähnchenfleisch stammt von bäuerlichen Erzeugerbetrieben welche nach höchsten Standards für Ihre Tiere sorgen.

Neben besseren Haltungsbedingungen als gesetzlich gefordert, achten die Partnerlandwirte auf eine stabile durchgängige Tiergesundheit.

Beste Herkunft aus Deutschland die man schmeckt. , TLC Landgeflügel GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53634-landgeflugel-hahnchenoberkeulensteak-mariniert/,https://bilder.kolonial.no/local_products/82d2bbdc-e38c-45a8-accd-20e1f4277d1e.jpg?auto=format&fit=max&w=1000&s=bdf7657805b8e9448b1b4deeaee28f07,2 g,18.22 g,1 g,1 g,5.38 g,20 g,1085 kJ / 262.30 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"TLC Landgeflügel GmbH, Moosvogl 21, 84323 Massing, Deutschland",,"Hähnchenoberkeule ohne Knochen, mit Haut 98%, Rapsöl, Speisesalz, Gewürze, Zucker, Natürliches Aroma, Rapsöl ganz gehärtet",ca. 400 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,Deutschland,,3 Tage,,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig mit einer Kerntemperatur von mindestens 75°C durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,,,,,,,,,,,,,,,,,,,,,,,,,
65,Rinder-Rumpsteak,"7,25€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54439-gustopur-rinder-rumpsteak/,https://bilder.kolonial.no/local_products/f0e61ab3-b5c2-4b01-b5b4-38aa95dcbd1e.jpg?auto=format&fit=max&w=1000&s=a4156e30c910262c19459747351a1c29,0.13 g,21 g,0 g,0 g,2.30 g,6 g,579 kJ / 138 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",,100 % Rindfleisch,ca. 300 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,Deutschland,"Stufe ① Stallhaltung: Fleisch von Tieren, das mit dem roten Label der Stufe 1 gekennzeichnet ist, kommt aus Tierhaltung, die dem gesetzlichen Standard entspricht.",3 Tage,Frisch; zum Braten oder für den Grill,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde Vakuumverpackt.,,,,,,,,,,,,,,,,,,,,,,,,,
66,Nackensteaks mar. Paprika,"5,99€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54193-gustopur-nackensteaks-mar-paprika/,https://bilder.kolonial.no/local_products/42ccd133-c4c2-496f-b3dd-68db9808bad3.jpg?auto=format&fit=max&w=1000&s=42bc3debdadbea25932e1ee9ad943b0a,1.30 g,18 g,1 g,2 g,4.90 g,15 g,896 kJ / 215 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland","Milch, Sellerie.","Schweinefleisch  (88 %), Marinade (12 %)(Rapsöl, Gewürze (Zwiebel, Koriander, Pfeffer schwarz, Knoblauch, Gelbsenfsaat, Chili, Paprika, Pfeffer weiß, Muskatnuss, Liebstockwurzel, Bockshornklee, Petersilie, Schabzigerklee, Kurkuma, Ingwer, Cumin, Fenchel), Speisesalz, Zucker, Branntweinessig, Palmfett, Gewürzextrakte (Paprika-, Pfefferextrakt)).",600 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,Deutschland,"Stufe ② Stallhaltung Plus: Mit dem blauen Label der Stufe 2 wird Fleisch gekennzeichnet, das aus einer Haltung stammt, die über die gesetzlichen Standards hinausgeht – darunter fällt auch das Fleisch aus Betrieben der Initiative Tierwohl. Das bedeutet, Tiere haben mindestens zehn Prozent mehr Platz im Stall als gesetzlich vorgeschrieben und es steht ihnen zusätzliches Beschäftigungsmaterial, wie z.B. Picksteine oder Stroh zur Verfügung.",6 Tage,,,Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,,,,,,,,,,,,,,,,,,,,,,,,,
67,Bio Rinder Filet,"17,95€","Havelland BIO Rinder Filet.

Verpackungshinweis: Der Artikel wurde Vakuumverpackt.
Verbrauchshinweis: Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden. , Biomanufaktur Havelland hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/59594-biomanufaktur-havelland-bio-rinder-filet-1-stuck/,https://bilder.kolonial.no/local_products/098abb3b-e15c-4142-855a-0072e6f71620.jpg?auto=format&fit=max&w=1000&s=9f688f1f781b4510ec31c0b02907c2df,,,,,,,,KühlproduktMuss zwischen 1-7 °C gelagert werden.,Bio-Produkt,"Biomanufaktur Havelland, Havelring 17, 16727 Velten, Deutschland","Gluten, Eier, Sojabohnen, Milch, Nüssen, Sellerie, Senf, Schwefeldioxid.",Rinder Filet ,ca. 180 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,3 Tage,"BIO WIE ES SEIN SOLL. Dafür steht die Biomanufaktur Havelland.
Für uns ist Fleisch keine Ware, sondern reine Herzenssache.

Genuss, aber mit Verantwortung: mit der Natur und mit Handwerkskultur. Vorbildliche Bauern. Raffinierte Rezepturen. Über 350 Spezialitäten – in Bio-Spitzenqualität. Für alle, die Wert auf wirklich guten Geschmack legen.","Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Hähnchen ganz, gewürzt","9,65€","Unser Hähnchenfleisch stammt von bäuerlichen Erzeugerbetrieben welche nach höchsten Standards für Ihre Tiere sorgen.

Neben besseren Haltungsbedingungen als gesetzlich gefordert, achten die Partnerlandwirte auf eine stabile durchgängige Tiergesundheit.

Beste Herkunft aus Deutschland die man schmeckt. , TLC Landgeflügel GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/60346-traditionsgeflugel-mit-herz-hahnchen-ganz-gewurzt/,https://bilder.kolonial.no/local_products/6b28909d-4ae3-47e0-a613-e71ab9f76f21.jpg?auto=format&fit=max&w=728&s=09b64267ff1802558e468bd524475b47,1.20 g,16 g,0.10 g,1 g,4.80 g,12 g,725 kJ / 174 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"TLC Landgeflügel GmbH, Moosvogl 21, 84323 Massing, Deutschland",,"99% Hähnchen, Salz, Paprika, Pfeffer",ca. 1300 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,3 Tage,,"Dieses Produkt kann in Gewicht und Größe leicht variieren. Der Preis wird dem tatsächlichen Gewicht am Tag der Lieferung angepasst. Wir stellen sicher, dass die Abweichung so gering wie möglich gehalten wird.",Vor dem Verzehr vollständig mit einer Kerntemperatur von mindestens 75°C durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,,,,,,,,,,,Gewürztes Hähnchen aus der Verpackung nehmen und im Backofen bei 200° Grad/Umluft ca. 45-50 Minuten gut durchgaren. Nach Bedarf die Grillfunktion des Ofens nutzen.,,,,,,,,,,,,,,
69,Rückensteaks Paprika,"3,65€"," , Westfalenland Fleischwaren GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/54191-gustopur-ruckensteaks-paprika/,https://bilder.kolonial.no/local_products/9bd74b54-81e1-4930-89aa-bf9dc9a4a9df.jpg?auto=format&fit=max&w=1000&s=658bb77f1188d994b6f64b64d1085c1c,0.16 g,18 g,0.90 g,1 g,2 g,8 g,623 kJ / 149 kcal,KühlproduktMuss zwischen 0-4 °C gelagert werden.,,"Westfalenland Fleischwaren GmbH, Hessenweg 2, 48157 Münster, Deutschland",Senf.,"84 % Schweinefleisch, 11 % Marinade (Rapsöl, Gewürze (Zwiebeln, Koriander, Pfeffer schwarz, Knoblauch, Gelbsenfsaat, Chili, Paprika, Pfeffer weiß, Muskatnuss, Liebstockwurzel, Bockshornkleesamen, Petersilie, Schabzigerklee, Kurkuma, Ingwer, Cumin, Fenchel), Speisesalz, Zucker, Branntweinessig, Palmfett, Gewürzextrakte (Paprika, Pfeffer)), 5 % Flüssigwürzung (Trinkwasser, Speisesalz, Glucosesirup, Stabilisatoren: Natriumcitrate).",400 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,Deutschland,"Stufe ② Stallhaltung Plus: Mit dem blauen Label der Stufe 2 wird Fleisch gekennzeichnet, das aus einer Haltung stammt, die über die gesetzlichen Standards hinausgeht – darunter fällt auch das Fleisch aus Betrieben der Initiative Tierwohl. Das bedeutet, Tiere haben mindestens zehn Prozent mehr Platz im Stall als gesetzlich vorgeschrieben und es steht ihnen zusätzliches Beschäftigungsmaterial, wie z.B. Picksteine oder Stroh zur Verfügung.",4 Tage,,,Vor dem Verzehr vollständig durcherhitzen. Dieses Fleisch ist nicht zum Rohverzehr geeignet. Nach Öffnung der Packung ist die Ware am selben Tag zu verwenden.,Der Artikel wurde unter Schutzatmosphäre SB-verpackt.,,,,,,,,,"Maximal 20 pro Person. Das Angebot ist gültig bis zum 30. April und solange der Vorrat reicht. Beachte bitte, dass Rabatte auf Produkte nicht reserviert werden, wenn du sie deinem Einkaufswagen hinzufügst. Sie gelten erst, wenn du den Zahlungvorgang abgeschlossen hast.",,,,,,,,,,,,,,,,
70,Garden Gourmet Vegetar. Filet-Streifen,"3,19€","Die toppen volle Töpfe. Die vegetarischen Filet-Streifen sind vorgegrillt und mit einer zart-rauchigen Geschmacksnote verfeinert. Eintöpfe oder Currys bekommen so die Extraportion Grill-Feeling. Übrigens auch ein Tip-Top-Topping für Salate. , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50537-garden-gourmet-garden-gourmet-vegetar-filet-streif/,https://bilder.kolonial.no/local_products/65eb3213-fb64-4672-ad50-923872c59089.jpg?auto=format&fit=max&w=1000&s=10ae8600e58e134f47b4ef3c57f03ad6,1.30 g,24.50 g,2.10 g,2.10 g,11 g,11 g,944 kJ / 226 kcal,,,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland",,"Trinkwasser, 15,6 % SOJAPROTEIN, pflanzliche Öle in veränderlichen Gewichtsanteilen (Raps, Sonnenblume), 9,4% WEIZENPROTEIN, Apfelmark, HÜHNEREI-Eiweißpulver, Hefeextrakt, Branntweinessig, Gewürze (Zwiebelpulver, Knoblauch, schwarzer Pfeffer), Maisstärke, Speisesalz, Zitronenfasern, natürliches Aroma, Säureregulator (Kaliumhydroxid). Kann SESAM, SELLERIE und SENF enthalten. ",175 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Garden Gourmet Gemüsebällchen,"3,19€","Was rollt denn da? Ganz klar, die vegetarischen Gemüsebällchen. Ob als leckerer Snack on tour, im Salat oder als Beilage: Die Bällchen aus Karotten, Erbsen, Mais, Pfeffer und Zwiebeln bringen ordentlich Schwung in den Tag. , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50538-garden-gourmet-garden-gourmet-gemuseballchen/,https://bilder.kolonial.no/local_products/b296abd3-9a1b-42c9-babf-d0b62f6099a6.jpg?auto=format&fit=max&w=765&s=d940b38abb2d010e9daf10b96aa930fe,1 g,16.20 g,3.30 g,5.20 g,1 g,14.40 g,942 kJ / 225 kcal,,,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland",,"Trinkwasser, pflanzliche Öle in veränderlichen Gewichtsanteilen (Raps, Sonnenblume), 12,6% Karotten, 10,3% Erbsen, 9,7% SOJAPROTEIN*, 8,1% Mais, 6,7% WEIZENPROTEIN, Zwiebeln, HÜHNEREI-Eiweißpulver, Apfelpüree, 2,5% rote Paprika, Branntweinessig, Gewürze (Zwiebelpulver, schwarzer Pfeffer, Kurkuma), Stärke, Erbsenfaser, Speisesalz, Säureregulator (Kaliumhydroxid). Kann SESAM, SELLERIE und SENF enthalten. *Hergestellt aus 100% europäischem Soja. ",200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Garden Gourmet Vegane Burger,"3,19€","Rauf aufs Brötchen und genießen. Der veganer Burger ist wunderbar saftig und richtig, richtig lecker. Wie gemacht für lange Grillabende oder – Sommer wie Winter – direkt aus der Pfanne. Denn dieses Patty kann man stapelweise kombinieren. Salat, Brot, Früchte oder Gemüsescheiben: Die Burger-Bauanleitung bestimmst allein du. , Tivall Deutschland GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/50539-garden-gourmet-garden-gourmet-vegane-burger/,https://bilder.kolonial.no/local_products/45717ac3-c8dd-47fd-baee-8ce6c991e361.jpg?auto=format&fit=max&w=737&s=6b3b9ca0bafae8e053e048876fdd9553,1.30 g,16.90 g,2.80 g,2.80 g,5.60 g,5.60 g,655 kJ / 157 kcal,,,"Tivall Deutschland GmbH, Lyoner Str. 23, 60528 Frankfurt am Main, Deutschland",,"Trinkwasser, 18,5% SOJAPROTEIN, 5,7% WEIZENPROTEIN, pflanzliche Öle in veränderlichen Gewichtsanteilen (Raps, Sonnenblume), Röstzwiebeln (Zwiebeln, pflanzliche Öle (enthält Sonnenblumenöl und /oder Rapsöl)), Maisstärke, Aroma, Branntweinessig, Stabilisator (Methylcellulose), Zwiebelpulver, Speisesalz, Hefeextrakt, GERSTENMALZEXTRAKT, Säureregulator (Kaliumhydroxid). Unter Schutzatmosphäre verpackt. Kann EI, SESAM, SELLERIE und SENF enthalten. ",150 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Niederlande,,,,,,6 Tage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Rügenwalder Veganes Mühlen Schnitzel Cordon Bleu,"3,29€","Veganes Erzeugnis nach Art eines Schnitzels, gefüllt mit einer veganen Schmelzscheibe (8%) und veganem Schinken (6%), paniert, frittiert , Rügenwalder Mühle hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/46274-rugenwalder-muhle-rugenwalder-veganes-muhlen-schni/,https://bilder.kolonial.no/local_products/4799464b-3d14-4fcc-b809-5f920f97c03a.jpg?auto=format&fit=max&w=1000&s=c6e5cd32e64c812c5640417c0c4eaef4,1.50 g,12 g,1.20 g,13 g,0.90 g,11 g,872 kJ / 209 kcal,,,"Rügenwalder Mühle, Industriestraße 5 , 26160 Bad Zwischenahn, Deutschland",,"Trinkwasser, WEIZENMEHL, Rapsöl, 9% SOJAPROTEIN, WEIZENGLUTEN, HAFERFASERN, Stärke, Kochsalz, Verdickungsmittel: Methylcellulose, Maismehl, natürliches Aroma, WEIZENSTÄRKE, Branntweinessig,
Gewürze, Zucker, Flohsamenschalen, Kartoffelprotein, Hefe, Farbstoffe: Beta-Carotin, Anthocyane. ",200 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,,,,,,,,,,,,,12 g,2.60 g,7 g,,Deutschland,5 g,7.70 g,,,,,,,,,,,,,,,,,
74,Iglo Green Cuisine vegtarische Hackbällchen,"3,29€","Die volle Power von pflanzlichem Protein sollte für alle verfügbar sein und dazu noch absolut lecker schmecken. Und was könnte da besser sein als die neuen Green Cuisine Produkte von Iglo, die man mit gutem Gewissen genießen kann? Reich an pflanzlichen Proteinen, gut für die Umwelt und unwiderstehlich guter Geschmack - so gut, dass man Fleisch gar nicht vermissen wird. Schon Lust bekommen zu probieren? Ohne Zusatz von Geschmacksverstärkern, Zucker, Soja und Palmöl hergestellt. , iglo GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48067-iglo-iglo-green-cuisine-vegtarische-hackballchen/,https://bilder.kolonial.no/local_products/c481a2c9-c5e8-46b8-a2c3-6d802d9ab572.jpg?auto=format&fit=max&w=1000&s=b2978bb8175ddec53dbb25bd19805e42,1.50 g,16 g,0.90 g,0.90 g,15 g,15 g,933 kJ / 223 kcal,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,"iglo GmbH, Postfach 570 521, 22774 Hamburg, Deutschland",,"Erbsenprotein rehydriert (73%), Rapsöl, Erbsenmehl, Bambusfaser, natürliches Aroma, Tomatenmark, Stabilisator: Methylcellulose*, GERSTENMALZEXTRAKT, Salz, Knoblauchpulver, Erbsenfaser, HAFERVOLLKORNMEHL, Kräuter, Zwiebel, Stärke, Antioxidationsmittel: Rosmarinextrakt, Gewürze, Tomatenpulver, Champignonpulver, Zwiebelpulver. *Methylcellulose wird aus Pflanzen gewonnen und verleiht den Meat Free Frikadellen Form und Textur. ",240 Gramm,täglich,"Fleisch, Wurst & Fisch",Fleisch & Fleischalternativen,oda,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
