,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,davon gesättigte Fettsäuren,Fett,Brennwert,Eigenschaften,Lieferant,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Hinweis,Kann Spuren enthalten von ,Frischegarantie (mindestens),Ursprungsregion,Lagerung,Natrium,Ursprungsland,Inverkehrbringer,Beschreibung,Size,Delivery days,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Schär anzeigen,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Barilla anzeigen,Abtropfgewicht,Füllmenge,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Produktgewicht,Bruttogewicht,FAO-Gebiet Bezeichnung,Drained weight,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Del Monte anzeigen,Bei Raumtemperatur lichtgeschützt aufbewahren. Nach dem Öffnen kühl (max. +7°C) lagern und innerhalb von 2 Tagen aufbrauchen. Mindestens haltbar bis,davon Polyole,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Nestlé anzeigen,Einfach ungesättigte Fettsäuren,Informationen zum Angebot,mehrfach ungesättigte Fettsäuren,Alkoholgehalt,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Toblerone anzeigen,.,,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Gille anzeigen,davon Stärke,Zubereitungsempfehlung (gekühltes Produkt),Zubereitungshinweis,Zubereitungsempfehlung,Freshness guarantee,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Alpro anzeigen,Pfand,Storage,ProduktinformationenThe supplier has not provided us with detailed information about this product.Alle Produkte von Ben & Jerry's anzeigen
215,Coppenrath & Wiese Baguette-Brötchen 9Stk,"2,29€","Bei diesen Baguette-Brötchen stimmt alles: Die Qualität von feinstem französischem Baguette-Mehl. Gebacken nach original französischem Baguette-Rezept. Goldbraun und knusprig, backfrisch tiefgefroren. Zu Hause jederzeit griffbereit für ofenfrischen Genuss zum Verwöhnen. Frei von Konservierungsstoffen. , Conditorei Coppenrath & Wiese Handelsmarke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48128-coppenrath-wiese-coppenrath-wiese-baguette-brotche/,https://bilder.kolonial.no/local_products/8a24dee8-1608-40c3-8507-06ef77287812.jpg?auto=format&fit=max&w=597&s=991dea9cfeb5cbe0a98cd16083ad1454,1.50 g,8.10 g,,1.50 g,1.50 g,1 g,1 g,1115 kJ / 266 kcal,,"Conditorei Coppenrath & Wiese Handelsmarke, Hansastraße 10 D-49497 Mettingen, Deutschland","WEIZENMEHL, Wasser, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Hefe. Kann möglicherweise Spuren von SESAM enthalten. ",540 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Coppenrath & Wiese Kaiser-Semmeln 9 Stück,"2,29€","Die beliebten Weizenbrötchen, gibt es jetzt auch als Kaisersemmeln. Das sind Brötchen bei denen alles stimmt: Mit der Qualität von feinstem Weizenmehl aus kontrolliertem Anbau werden nach traditioneller Herstellung diese leckeren Semmel hergestellt. Goldbraun und knusprig gebacken kommen die Kaisersemmeln aus dem Ofen und später conditorfrisch zu Ihnen nach Hause. Jetzt noch kurz erwärmen und Sie genießen wahre Goldstücke wann immer Sie möchten. , Conditorei Coppenrath & Wiese Handelsmarke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48129-coppenrath-wiese-coppenrath-wiese-kaiser-semmeln-9/,https://bilder.kolonial.no/local_products/1327f394-7bd8-408c-a35f-02260bbef741.jpg?auto=format&fit=max&w=597&s=f67fe9ede3bae0980ee39cc9ad8bcf84,1.80 g,9.10 g,,1.10 g,1.10 g,2.10 g,2.10 g,1148 kJ / 274 kcal,,"Conditorei Coppenrath & Wiese Handelsmarke, Hansastraße 10 D-49497 Mettingen, Deutschland","WEIZENMEHL, Wasser, GERSTENMALZMEHL, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Hefe, Zucker, pflanzliches Öl (Raps). Kann Spuren von SESAM enthalten. ",450 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Coppenrath & Wiese Unsere Goldstücke 6 Laugenbrötchen,"3,29€","Laugengebäck, bei dem alles stimmt: Feinste Zutaten für besten Geschmack und höchste Qualität, traditionelle Herstellung des Teiges mit extra langer Garzeit, knusprig und frisch, zu Hause jederzeit griffbereit für ofenfrischen Genuss. , Conditorei Coppenrath & Wiese Handelsmarke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48131-coppenrath-wiese-coppenrath-wiese-unsere-goldstuck/,https://bilder.kolonial.no/local_products/63a5549e-bad5-452c-ba3e-60adf1d5d59f.jpg?auto=format&fit=max&w=854&s=1376fcb2e16998fd33b4d6b09bc28635,1.60 g,9 g,,4.50 g,4.50 g,3.50 g,3.50 g,1043 kJ / 249 kcal,,"Conditorei Coppenrath & Wiese Handelsmarke, Hansastraße 10 D-49497 Mettingen, Deutschland","WEIZENMEHL, Wasser, pflanzliches Öl (Raps), Hefe, Speisesalz, WEIZENKLEBER, WEIZENMALZMEHL, Brezellauge (Säureregulator: Natriumhydroxid). ",440 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Coppenrath & Wiese Unsere Goldstücke 6 Land-Brötchen,"3,29€","Hier steckt viel Gesundes drin, denn die Landbrötchen werden aus sechs wertvollen Mehlsorten: Weizen, Mais, Roggen, Dinkel, Gerste und Hafer gebacken. Dazu kommen Leinsaat, Karotten und Kartoffelflocken, für die saftig-lockere Krume. Und die knusprige Kruste ist rundum bestreut mit Kartoffelflocken. Ein kernig kräftiger Genuss zum Reinbeißen. , Conditorei Coppenrath & Wiese KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48132-conditorei-coppenrath-wiese-coppenrath-wiese-unser/,https://bilder.kolonial.no/local_products/e4db8c99-0ec6-4cd7-8179-5d5d0407155c.jpg?auto=format&fit=max&w=681&s=b7967a62b0d6c21a00adfe9098a8df05,1.60 g,9.60 g,,5.80 g,47 g,0.30 g,1.30 g,1040 kJ / 249 kcal,,"Conditorei Coppenrath & Wiese KG, Hansastraße 10 D-49497 Mettingen, Deutschland","WEIZENMEHL (46%), Wasser, Kartoffelflocken (3%), GERSTEN- und ROGGENFLOCKEN, Karottenstreifen (2%), Maismehl (2%), GERSTEN- und ROGGENMALZMEHL (1,5%), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Hirse (1%), Hefe, Reisemehl (1%), Hafermehl (0,5%), Backerbsen, geröstet (0,5%), WEIZENKEIME, geröstet (0,5%), Leinsaat (0,5%), Zucker, Roggenmehl (GLUTEN)(0,5%), DINKELMEHL (GLUTEN)(0,5%), Gewürz. ",400 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Coppenrath & Wiese Roggenbrötchen,"3,29€","Die Goldstücke Roggen-Brötchen bestechen durch ihren kräftigen Geschmack. Nach traditioneller Hersteller wird der typische Sauerteig gefertigt und ihm werden 24 Stunden zum Gären gegeben. Dies sorgt für den ausgereiften Geschmack und das ursprüngliche Aroma des Natursauerteiges, das die Roggen-Brötchen so einmalig macht. Fertig gebacken können Sie diesen Genuss zu Hause jederzeit griffbereit aus ihrer Tiefkühlung erleben. , Conditorei Coppenrath & Wiese Handelsmarke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48134-coppenrath-wiese-coppenrath-wiese-roggenbrotchen/,https://bilder.kolonial.no/local_products/e191b6c4-999c-4f5c-89a3-d33cb913dd58.jpg?auto=format&fit=max&w=681&s=2f7a781c507adc04a94c16bf20a2fbeb,1.66 g,9.70 g,,3.60 g,3.60 g,1.80 g,1.80 g,1066 kJ / 255 kcal,,"Conditorei Coppenrath & Wiese Handelsmarke, Hansastraße 10 D-49497 Mettingen, Deutschland","Wasser, ROGGENMEHL, WEIZENMEHL, WEIZENKLEBER, Speisesalz, Hefe, GERSTENMALZMEHL, GERSTENMALZEXTRAKT, ROGGENSAUERTEIG, Zucker, Emulgator (SOJALECITHINE). Kann Spuren von SESAM enthalten. ",490 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Coppenrath & Wiese Mehrkorn Brötchen 6 Stück,"2,29€","Bei diesen Mehrkornbrötchen stimmt alles: Der Teig wird mit vier wertvollen Getreidesorten und Ölsaaten angereichtert und darf nach seiner ursprünglichen Herstellung extra lange in Ruhe reifen. Dann werden sie goldbraun und knusprig fertig gebacken und sofort tiefgefroren. So kommen sie backfrisch zu Ihnen nach Hause und sind jederzeit griffbereit, für einen kernigen Geschmack zum Verwöhnen. , Conditorei Coppenrath & Wiese Handelsmarke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48135-coppenrath-wiese-coppenrath-wiese-mehrkorn-brotche/,https://bilder.kolonial.no/local_products/4c613848-1710-4772-b33a-56d52488347c.jpg?auto=format&fit=max&w=681&s=0bf9c3c8d976e26223f39eef8bf7cb97,1.60 g,10 g,,3.80 g,3.80 g,4.90 g,4.90 g,1175 kJ / 281 kcal,,"Conditorei Coppenrath & Wiese Handelsmarke, Hansastraße 10 D-49497 Mettingen, Deutschland","WEIZENMEHL, Wasser, Molke (MILCH), GERSTENMALZMEHL, Leinsaat (1,5%), SESAMSAAT (1,5%), Roggenvollkornflocken (1,5%), Haferflocken (1,5%), WEIZENVOLLKORNFLOCKEN (1,5%), Roggenmalzmehl (GLUTEN), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Sonnenblumenkerne (1,5%), Hirse (1,5%), Kürbiskerne (1%), Hefe, Zucker, pflanzliches Öl (Raps). ",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Coppenrath & Wiese Unsere Goldstücke 6 Weltmeister-Brötchen,"3,29€","In diesen Weltmeistern steckt viel Gutes drin! Unsere Goldstücke Weltmeister-Brötchen werden nach traditionellem Rezept mit Weizen-, Roggenmehl und - vollkornschrot gebacken und mit Leinsaat verfeinert. Die knusprigen Brötchen sind oben mit Blaumohn und Sesam bestreut und auf der Unterseite mit knackigen Sonnenblumenkernen.Kernig & kräftig sind diese Unsere Goldstücke Brötchen Weltmeister in Geschmack und Qualität. Der Klassiker unter den Körnerbrötchen! , Conditorei Coppenrath & Wiese Handelsmarke hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48136-coppenrath-wiese-coppenrath-wiese-unsere-goldstuck/,https://bilder.kolonial.no/local_products/c95e36f1-6a0c-43fe-8598-781e4d01ee70.jpg?auto=format&fit=max&w=681&s=91f4301a3625fe24e132b0e345dd27ed,0.90 g,12 g,,2.70 g,2.70 g,8.60 g,8.60 g,1249 kJ / 299 kcal,,"Conditorei Coppenrath & Wiese Handelsmarke, Hansastraße 10 D-49497 Mettingen, Deutschland","WEIZENMEHL (44%), Wasser, Sonnenblumenkerne (8%), ROGGENMEHL und VOLLKORNSCHROT (4%), SESAM (3%), SOJASCHROT, Blaumohn (2%), Leinsaat (2%), jodiertes Speisesalz (Speisesalz, Kaliumjodat), Hefe, Rapsöl, WEIZENMALZMEHL, Gewürz. ",450 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Bäcker Bachmeier Mini Laugenmix,"2,65€","Mini-Laugengebäck-Tiefkühlteiglinge in Stangen- und Semmelform zu selbst backen mit Hagelsalz, tiefgefroren. , Bäcker Bachmeier GmbH & C. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48106-bachmeier-backer-bachmeier-mini-laugenmix/,https://bilder.kolonial.no/local_products/a6399b53-9a62-4e8c-a883-5bc4cbfa2d92.jpg?auto=format&fit=max&w=1000&s=7c589ffeb4002f7edc0518036c440445,1.20 g,8.10 g,,2.60 g,2.60 g,1 g,1 g,906 kJ / 217 kcal,,"Bäcker Bachmeier GmbH & C. KG, Lauterbachstrasse, 84307, Eggenfelden","WEIZENMEHL, Wasser, Hefe, Salz, WEIZENMALZMEHL, Dextrose, Emulgatoren: E471, E322 (SOJA), Stabilisator: E412, Brezenlauge (Säureregulator: Natirumhydroxid). Beipack: Hagelsalz. ",518 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Bäcker Bachmeier Laugenbrezen 10er,"2,19€","Laugengebäck-Tiefkühlteiglinge zum selbst Backen mit Hagelsalz, tiefgefroren. , Bäcker Bachmeier GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/48107-bachmeier-backer-bachmeier-laugenbrezen-10er/,https://bilder.kolonial.no/local_products/4f4fdc80-ed99-4c26-9a9d-776514380f68.jpg?auto=format&fit=max&w=1000&s=9bd3413a550d22c563c1a6935a64ae64,1.20 g,8.10 g,,2.60 g,2.60 g,1 g,1 g,906 kJ / 217 kcal,,"Bäcker Bachmeier GmbH & Co. KG, Lauterbachstraße 55, 84307 Eggenfelden, Deutschland","WEIZENMEHL, Wasser, Hefe, Salz, WEIZENMALZMEHL, Dextrose, Emulgatoren: E471, E322 (SOJA); Stabilisator: E412, Brezenlauge (Säureregulator: Natriumhydroxid). Beipack: Hagelsalz. ",868 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Schär Körnerbrötchen Gluten-Frei,"3,99€","Jetzt mit mehr Körnern 
und doppelseitiger Betreuung. Glutenfreie dunkle Brötchen mit Leinsamen und Sonnenblumenkernen - tiefgekühlt

Glutenfrei, Weizenfrei, Laktosefrei , Dr. Schär AG / SPA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47987-schar-schar-kornerbrotchen-gluten-frei/,https://bilder.kolonial.no/local_products/9f823ad0-6ee3-4356-a755-4fa80d383468.jpg?auto=format&fit=max&w=887&s=aa988c1c9c3e685737db5a0ca53181d0,0.74 g,8.20 g,11 g,2.50 g,35 g,1.50 g,13 g,1303 kJ / 312 kcal,,"Dr. Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italien","Maisstärke, Sauerteig 13% (Reismehl, Wasser), Wasser, Sonnenblumenkerne 11%, Leinsamen 9,5%, Reismehl, Buchweizenmehl 5%,
pflanzliche Faser (Flohsamenschalen Plantago Psyllium, Basbum), Hefe, Apfelextrakt, Reisstärke, Verdickungsmittel: Hydroxypropylmethylcellulose; Sonnenblumenöl, Reissirup, Vollreismehl, SOJAPROTEIN, Hirsemehl, natives Olivenöl extra, Meersalz, natürliches Aroma, Säuerungsmittel: Weinsäure (L+), Citronensäure. Kann Spuren von LUPINEN, SESAM und SENF enthalten. ",250 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,Lupine.,,Deutschland,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Schär Kaisersemmel Gluten-Frei,"3,99€","Glutenfreie Kaisersemmel - tiefgekühlt , Dr. Schär AG / SPA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47990-schar-schar-kaisersemmel-gluten-frei/,https://bilder.kolonial.no/local_products/74c33991-6300-4dce-b022-608286d3b220.jpg?auto=format&fit=max&w=758&s=3d8f5a1ba91e9d9bc3d813df91ddd63d,1.30 g,2.90 g,6.90 g,1.60 g,45 g,0.90 g,4.10 g,1023 kJ / 243 kcal,,"Dr. Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italien","Maisstärke, Wasser, Sauerteig 14% (Reismehl, Wasser), pflanzliche Faser (Psyllium),
Hirsemehl, Sonnenblumenöl, Reismehl, SOJAPROTEIN, Reisstärke, Verdickungsmittel:
Hydroxypropylmethylcellulose; Reissirup, Salz, Hefe, Zucker. Kann Spuren von HASELNÜSSEN, EIER, MILCH und SENF enthalten. ",350 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,"Eier, Milch, Nüssen, Senf.",,Italien,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Schär Croissant a la francaise Gluten-Frei,"4,79€","Croissant á la francaise - Schär - 220g , Dr. Schär AG / SPA hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/47989-schar-schar-croissant-a-la-francaise-gluten-frei/,https://bilder.kolonial.no/local_products/382421d8-3035-4e4c-a88e-597b66aee959.jpg?auto=format&fit=max&w=728&s=43931f4e9c86f2a94623563577527355,1.30 g,3.40 g,6.40 g,5.30 g,50 g,6.80 g,14 g,1459 kJ / 348 kcal,,"Dr. Schär AG / SPA, Winkelau 9, 39014 Burgstall/Postal, Italien","glutenfreie WEIZENSTÄRKE, pflanzliche Margarine (Palmfett, Rapsöl, Wasser, Sonnenblumenöl,
Emulgator: Mono- und Diglyceride von Speisefettsäuren; Salz, natürliches Aroma), Wasser, EI*,
pflanzliche Faser (Zichorie, Psyllium), Dextrose, Reismehl, Backtriebmittel: Glucono-delta-Lacton,
Natriumhydrogencarbonat; HÜHNEREIWEIßPULVER *, MAGERMILCHPULVER, Hefe, Verdickungsmittel: Xanthan; Zucker, Salz, Emulgator: Mono- und Diglyceride von Speisefettsäuren; natürliches
Aroma. Kann Spuren von HASELNÜSSEN und SOJA enthalten. *Eier aus Bodenhaltung ",220 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,Nüssen.,,Italien,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Goldmarie Weizenbrötchen 9er,"1,29€","Wochenmarkt ist jetzt täglich - mit den hochwertigen Lebensmitteln von Goldmarie! Entdecken Sie ein frisches, natürliches Lebensmittel hoher Qualität. Die Verarbeitung der Weizenbrötchen erfolgt mit besten Zutaten und größter Sorgfalt von ausgewählten Herstellern. Goldmarie - so gut wie vom Wochenmarkt. , Coolback GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53154-goldmarie-goldmarie-weizenbrotchen-9er/,https://bilder.kolonial.no/local_products/1cdd700c-6494-4382-8e53-ac591c9d2270.jpg?auto=format&fit=max&w=928&s=67e9b831b4d1281230e137cbe4f18a50,1.50 g,8.40 g,,4.70 g,52 g,0.30 g,0.90 g,1088 kJ / 260 kcal,,"Coolback GmbH, Erdbeerstraße 1, 14947 Nuthe-Urstromtal","WEIZENMEHL, Wasser, Hefe, Salz, Zucker, ROGGENMEHL, WEIZENMALZMEHL. Kann Spuren von SOJA, MILCH, SENF und SESAM enthalten. ",540 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Goldmarie Mehrkorn-Brötchen 6er,"1,29€","Wochenmarkt ist jetzt täglich - mit den hochwertigen Lebensmitteln von Goldmarie! Entdecken Sie ein frisches, natürliches Lebensmittel hoher Qualität. Die Verarbeitung der Mehrkornbrötchen erfolgt mit besten Zutaten und größter Sorgfalt von ausgewählten Herstellern. Goldmarie - so gut wie vom Wochenmarkt. , Coolback GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53155-goldmarie-goldmarie-mehrkorn-brotchen-6er/,https://bilder.kolonial.no/local_products/02632158-003b-4190-a5fb-bcc2557c90df.jpg?auto=format&fit=max&w=934&s=23420c2ae9d7258b5769a26dde6499b0,1 g,9 g,,4 g,44 g,0.60 g,3.80 g,1076 kJ / 257 kcal,,"Coolback GmbH, Erdbeerstraße 1, 14947 Nuthe-Urstromtal","48% WEIZENMEHL, Wasser, 6% ROGGENMEHL, 5% HAFERFLOCKEN, 4% Leinsamen, 2% SESAM, 1,3% WEIZENKLEIE, 1,3% WEIZENSCHROT, Salz, Sonnenblumenkerne, Hefe, 0,6% Malzmehl (WEIZEN, ROGGEN, GERSTE), Gewürze. Kann Spuren von SOJA, MILCH, SCHALENFRÜCHTEN und SENF enthalten. ",450 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Goldmarie Dinkelbrötchen 6er,"1,85€","6 Dinkelbrötchen - vorgebacken und tiefgekühlt. Wochenmarkt ist jetzt täglich - mit den hochwertigen Lebensmitteln von Goldmarie! Entdecken Sie ein frisches, natürliches Lebensmittel hoher Qualität. Die Verarbeitung der Dinkelbrötchen erfolgt mit besten Zutaten und größter Sorgfalt von ausgewählten Herstellern. , Coolback GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53156-goldmarie-goldmarie-dinkelbrotchen-6er/,https://bilder.kolonial.no/local_products/1fec8407-6b1f-486b-8cfa-42513040c532.jpg?auto=format&fit=max&w=1000&s=c6e34762d1fb3dfbc48f35841c942f0a,1.40 g,11 g,,3.20 g,39 g,1 g,7.90 g,1199 kJ / 287 kcal,,"Coolback GmbH, Erdbeerstraße 1, 14947 Nuthe-Urstromtal","57% DINKELMEHL, Wasser, Kürbiskerne Leinsamen, Sonnenblumenkerne, Speisesalz, Hefe, WEIZENMALZMEHL, WEIZENMEHL. Kann Spuren von SOJA, MILCH, SCHALENFRÜCHTEN, SENF und SESAM enthalten. ",6 Stück,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,TiefkühlproduktBei -18 °C oder niedriger lagern. Nach dem Auftauen nicht wieder einfrieren.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Jeden Tag 6 Brötchen zum Aufbacken,"0,69€","Weizenkleingebäck zum Fertigbacken. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43603-jeden-tag-jeden-tag-6-brotchen-zum-aufbacken/,https://bilder.kolonial.no/local_products/e3c69290-40a3-4f24-bc58-bdabd60309ec.jpg?auto=format&fit=max&w=401&s=f690f44ee0a43a7bcc2034011e5c1629,1.30 g,8.70 g,,3.10 g,3.10 g,1 g,1 g,1055 kJ / 252 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL, Wasser, Hefe, jodiertes Speisesalz (Speisesalz, Kaliumjodat), Dextrose. Säureregulator: Natriumacetate. Unter Schutzatmosphäre verpackt. ",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Jeden Tag 4 Baguette Brötchen zum Aufbacken,"0,69€","Weizenkleingebäck zum Fertigbacken. , Sinnack Backspezialitäten GmbH & Co. KG hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42179-jeden-tag-jeden-tag-4-baguette-brotchen-zum-aufbac/,https://bilder.kolonial.no/local_products/79954f87-bd61-4bef-ab43-c0045f965342.jpg?auto=format&fit=max&w=383&s=e5f17604ff0257728b35e406bc10c686,1.30 g,8.70 g,,3.10 g,3.10 g,1 g,1 g,1055 kJ / 252 kcal,,"Sinnack Backspezialitäten GmbH & Co. KG, Harderhook 15 , 46395 Bocholt, Deutschland","WEIZENMEHL, Wasser, Hefe, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Dextrose, Säureregulator: Natriumacetate. Unter Schutzatmosphäre verpackt. ",300 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,Deutschland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Jeden Tag Weizenbrötchen 8er zum Aufbacken,"1,39€","8 Brötchen, Weizenbrötchen zum Fertigbacken , Zentrale Handelsgesellschaft- ZHG-mbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/53649-jeden-tag-jeden-tag-weizenbrotchen-8er-zum-aufback/,https://bilder.kolonial.no/local_products/6ecbdee0-90f6-4bd7-8909-d947248d2492.jpg?auto=format&fit=max&w=744&s=aad6588135a39c9f3b408c64efc6851e,1.30 g,9 g,,3.10 g,52 g,0.50 g,0.90 g,1290 kJ / 308 kcal,,"Zentrale Handelsgesellschaft- ZHG-mbH, Hanns-Martin-Schleyer Str. 2, 77656 Offenburg, Deutschland","WEIZENMEHL, Wasser, Hefe, jodiertes Speisesalz (Speisesalz, Kaliumiodat), Dextrose, Säureregulator: Natriumacetate. ",560 Gramm,täglich,"Brot, Backwaren & Aufstriche",Aufbackwaren,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Breitsamer Honig Frühlingssummen,"6,49€","Breitsamer-Honig 500g Frühlingssummen , Breitsamer & Ulrich hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43107-breitsamer-breitsamer-honig-fruhlingssummen/,https://bilder.kolonial.no/local_products/d4f1c6bc-d40c-4e62-9db4-2b966a51d750.jpg?auto=format&fit=max&w=738&s=cb5f3b110a924c6e9a9c64233678992c,0 g,0.40 g,,75 g,81 g,0 g,0 g,1386 kJ / 326 kcal,,"Breitsamer & Ulrich, Berger-Kreuz-Str. 28, D-81735 München, Deutschland",Honig,500 Gramm,täglich,"Brot, Backwaren & Aufstriche",Brotaufstriche,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
