,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,protein,fiber,Sugar,carbohydrates,Fat,calorific value,Characteristics,supplier,May contain traces of,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,region of origin,Salz,Protein,Ballaststoffe,Zucker,Kohlenhydrate,Fett,Brennwert,Eigenschaften,Lieferant,Kann Spuren enthalten von ,Zutaten/Inhaltsstoffe,Inhalt,Mögliche Lieferzeiten,hereof: saturated fatty acids,Size,Delivery days,Product InformationThe supplier has not provided us with detailed information about this product.View all Barilla products,davon gesättigte Fettsäuren,Ursprungsregion,country of origin,Ursprungsland,sodium,Description,drained weight,capacity,Abtropfgewicht,Unser Beitrag für Nachhaltigkeit,4. Anrichten,3. Abschrecken,2. Aufkochen,1. Auspacken,Freshness guarantee (minimum)
31,De Cecco Conchiglie Rigate,€2.69,"Pasta aus Hartweizengrieß ist der große Klassiker der italienischen Esskultur und stellt das Herzstück der Produktion von De Cecco dar. , De Cecco GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/43159-de-cecco-de-cecco-conchiglie-rigate/,https://bilder.kolonial.no/local_products/6402226e-171a-437f-a5f4-cf9a2414d4d5.jpg?auto=format&fit=max&w=800&s=afb9964bfc1390d12e7badfa650698fc,,,,,,,,,,,,,,"pasta, rice and cereals",Noodles and pasta,oda,,0 g,14 g,,3.40 g,3.40 g,1.50 g,1490 kJ / 356 kcal,,"De Cecco GmbH, Zollhof 4, 40221 Düsseldorf, Deutschland",,HARTWEIZENGRIEß. Kann EIER und SOJA enthalten. ,500 Gramm,täglich,,,,,1.50 g,Italien,,,,,,,,,,,,,
32,Mamma Lucia tortellini meat filling,€1.09,"Tortellini meat filling dry 20x250g mamma lucia , Eterna Nahrungsmittel GmbH has provided the above information.",https://oda.com//de/products/43067-mamma-lucia-mamma-lucia-tortellini-fleischfullung/,https://bilder.kolonial.no/local_products/7fecfbd3-d83c-4494-a28a-f59331802303.jpg?auto=format&fit=max&w=741&s=2fb97b6e18dd9d5f1079334ff98b5d79,0.92g,11.80g,2.30g,3.70g,73.70g,4.50g,1637kJ / 387kcal,,"Eterna Nahrungsmittel GmbH, Hanauer Landstrasse 411, 60314 Frankfurt, Germany","soybeans, shellfish.","HartWEIZENgrieß, pasteurisiertes VOLLEI 14%, Mortadella 11,8% (60% Schweinefleisch, Wasser, Kartoffelstärke, Salz, Dextrose, Aromen, Gewürze, Antioxidationsmittel: Natriumisoascorbat, Konservierungsstoff: Natriumnitrit), Paniermehl (WEIZENmehl, Wasser, Salz, Hefe), Molkeneiweißkäse Ricotta (MOLKENerzeugnis, SAHNE, Salz, Säureregulator: Citronensäure), Käse (MILCH, Salz, tierisches Lab), WHEY product,  salt,  spices. ",250 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,1.40g,,,,,,,,,,,,,,,,,,
33,Mamma Lucia tortelloni with spinach and cheese,€0.99,"Tortelloni spinach cheese filling 24c250g mamma lucia , Eterna Nahrungsmittel GmbH has provided the above information.",https://oda.com//de/products/43554-mamma-lucia-mamma-lucia-tortelloni-mit-spinat-und/,https://bilder.kolonial.no/local_products/076c4009-b8de-4612-9de1-50b181982a72.jpg?auto=format&fit=max&w=667&s=49dca0bcacab18f4affe134e9f7e48a0,1.25g,10.70g,2.70g,3.40g,49.40g,4.30g,1202kJ / 285kcal,,"Eterna Nahrungsmittel GmbH, Hanauer Landstrasse 411, 60314 Frankfurt, Germany",,"INGREDIENTS:  Durum WHEAT semolina,  RICOTTA  (12.3%)  (acidifier:  citric acid),  drinking water,  pasteurized  whole EGG,  breadcrumbs  (soft WHEAT flour,  water,  salt),  rapeseed oil,  spinach  1.5%,  SWEET WHEY POWDER,  salt,  potato flakes  (potatoes,  emulsifier:  mono -  and  diglycerides  of  fatty acids),  grated  HARD CHEESE . ",250 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,,,,,,,,,,,,,,,1.30g,,,,,,Italy,,,,,,,,,,,,
34,Mamma Lucia tortelloni with ham,€0.99,"Tortelloni with ham filling 24x250g mamma lucia , Eterna Nahrungsmittel GmbH has provided the above information.",https://oda.com//de/products/45629-mamma-lucia-mamma-lucia-tortelloni-mit-schinken/,https://bilder.kolonial.no/local_products/c0237600-b0ea-435d-a7e0-10abd2f8e7bb.jpg?auto=format&fit=max&w=667&s=9d2ca2ddff9b3624e113770ed4b43ab2,,,,,,,,,,,"ZUTATEN: HartWEIZENgrieß, Mortadella 12,6% (Schweinefleisch, Salz, Aroma, Konservierungsstoff: Natriumnitrit, Antioxidationsmittel: Natriumascorbat), Trinkwasser, pasteurisiertes VOLLEI, PANIERMEHL (WeichWEIZENmehl, Wasser, Salz), Rohschinken 2,2 % (Schweinefleisch, Salz, Konservierungsstoff: Natriumnitrit und Kaliumnitrat) SÜßMOLKENPULVER, Salz, Rapsöl, Kartoffelflocken (Kartoffeln, Emulgator: Mono- und Diglyceride von Speisefettsäuren), geriebener HARTKÄSE, Gewürze, Aroma, Säurungsmittel: Citronensäure, Hefeextrakt, Antioxidationsmittel: Natriumascorbat, Konservierungsstoff: Sorbinsäure ",250 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,,2 g,12.20 g,2.50 g,2.50 g,49.20 g,5.50 g,1267 kJ / 300 kcal,,"Eterna Nahrungsmittel GmbH, Hanauer Landstr 411, 60314 Frankfurt, Deutschland",,,,,,,,,1.70 g,,,Italien,,,,,,,,,,,
35,Mamma Lucia tortellini cheese filling,€1.09,"Tortellini with cheese filling 20x250g mamma lucia , Eterna Nahrungsmittel GmbH has provided the above information.",https://oda.com//de/products/44481-mamma-lucia-mamma-lucia-tortellini-kasefullung/,https://bilder.kolonial.no/local_products/a5e8ab9c-9985-4b87-9f1e-3c85bd950207.jpg?auto=format&fit=max&w=687&s=9e3d7f2af7c3dbf8312d46d54be55595,1.30g,13.20g,2.30g,3.70g,74.30g,2.40g,1594kJ / 270kcal,,"Eterna Nahrungsmittel GmbH, Hanauer Landstrasse 411, 60314 Frankfurt, Germany","soybeans, shellfish.","Durum WHEAT semolina,  pasteurized  WHOLE EGG  14%,  whey protein cheese  ricotta  12.4%  (WHEY product,  CREAM , salt, acidity regulator: citric acid), breadcrumbs (WHEAT flour, water, salt, yeast), sunflower oil, cheese 3.4% ( MILK , salt, animal rennet ), WHEY product, salt, pecorino (hard cheese made from sheep's MILK).                      ",250 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,,,,,,,,,,,,,,,1.20g,,,,,,Italy,,,,,,,,,,,,
36,Barilla La Collection Linguine,€2.79,"BAR. Collz Linguine 500g , BARILLA ALIMENTARE SPA/Parma(IT) has provided the above information.",https://oda.com//de/products/47546-barilla-barilla-la-collezione-linguine/,https://bilder.kolonial.no/local_products/5058c0ab-7a13-4616-9b1a-624c901e7aa8.jpg?auto=format&fit=max&w=1000&s=f0b4245081f07466042d189cf75dff12,0.01g,12.80g,3g,3.50g,70.90g,2g,1521kJ / 359kcal,,"BARILLA ALIMENTARE SPA/Parma(IT), Via Mantova, 166, 43122 Parma PR, Italy",soybeans.,"DURUM WHEAT semolina , water. May contain traces of soybeans .       ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
37,Barilla La Collezione Cannelloni,€2.79,"BAR. Collz Cannelloni 250g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/46019-barilla-barilla-la-collezione-cannelloni/,https://bilder.kolonial.no/local_products/4a9974cb-14b1-47bf-856e-6a9616422615.jpg?auto=format&fit=max&w=1000&s=7a6b23cb4317918b391748e6255e124d,0.01g,12.50g,3g,3.50g,71.20g,2g,1521kJ / 359kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",soybeans.,"DURUM WHEAT semolina , water. May contain traces of soybeans . Origin of the wheat: EU and non -EU.              ",250 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
38,Barilla La Collezione Orecchiette,€2.79,"BAR. Collz Orecchiette IMU 500g , BARILLA ALIMENTARE SPA/Parma(IT) has provided the above information.",https://oda.com//de/products/43749-barilla-barilla-la-collezione-orecchiette/,https://bilder.kolonial.no/local_products/95bcda5f-c8ec-4e31-aa93-502b757d07fb.jpg?auto=format&fit=max&w=730&s=ae867e9c472eeca2ca6e8168b79bf697,0.01g,12.50g,3g,3.50g,71.20g,2g,1521kJ / 359kcal,,"BARILLA ALIMENTARE SPA/Parma(IT), Via Mantova, 166, 43122 Parma PR, Italy",soybeans.,"DURUM WHEAT semolina , water. May contain traces of soybeans .       ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
39,Barilla La Collezione Trofie,€2.59,"BAR. Collz Trofie Liguri IMU 500g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/52261-barilla-barilla-la-collezione-trofie/,https://bilder.kolonial.no/local_products/f1aa6566-e5c5-40d7-b127-8084d4900dbc.jpg?auto=format&fit=max&w=730&s=4853e56e672dadc62e8b788d7dcbf94f,0.01g,12.50g,3.50g,3.50g,71.20g,2g,1521kJ / 359kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",soybeans.,"DURUM WHEAT semolina , water. May contain traces of soybeans .       ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
40,Barilla La Collezione Lasagna,€2.79,"BAR. Collz Lasagna 500g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/701-barilla-barilla-la-collezione-lasagne/,https://bilder.kolonial.no/local_products/5f8864b0-563a-4bab-b3bc-8d2318c1e51f.jpg?auto=format&fit=max&w=470&s=92229b7d1c0d827ad84cc60e04fe9f2b,0.01g,12.50g,3g,3.50g,71.20g,2g,1521kJ / 359kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy","eggs, soybeans.","DURUM WHEAT semolina  ,  water.  May contain  traces  of  soy  and  egg  . ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
41,Barilla La Collezione Farfalle,€2.79,"BAR. Collz Farfalle 500g , BARILLA ALIMENTARE SPA/Parma(IT) has provided the above information.",https://oda.com//de/products/47868-barilla-barilla-la-collezione-farfalle/,https://bilder.kolonial.no/local_products/1a850eee-3a31-498d-9d83-c0d1d43d722c.jpg?auto=format&fit=max&w=648&s=067c0201d470c81c717823ca024a8d49,0.01g,12.50g,3g,3.50g,71.20g,2g,1521kJ / 359kcal,,"BARILLA ALIMENTARE SPA/Parma(IT), Via Mantova, 166, 43122 Parma PR, Italy",soybeans.,"DURUM WHEAT semolina , water. May contain traces of soybeans .       ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
42,Barilla La Collezione Tagliatelle,€2.79,"BAR. Collz Tagliatelle 500g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/45395-barilla-barilla-la-collezione-tagliatelle/,https://bilder.kolonial.no/local_products/038edabf-652d-4a5b-977d-492c431ac276.jpg?auto=format&fit=max&w=780&s=b0c2b6c0feff899d2477c6a8b8255499,0.01g,12.50g,3g,3.50g,71.20g,2g,1521kJ / 359kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy",soybeans.,"DURUM WHEAT semolina , water. May contain traces of soybeans .       ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
43,Barilla La Collezione Fettuccine,€2.59,"BAR. Collz Fettuccine 500g , Barilla Deutschland GmbH / BARILLA division has provided the above information.",https://oda.com//de/products/45474-barilla-barilla-la-collezione-fettuccine/,https://bilder.kolonial.no/local_products/a332be29-4c66-4373-8513-78349055f0e9.webp?auto=format&fit=max&w=164&s=5436f69d7cf5d45a5a74df95d0f17655,0.01g,12.50g,3g,3.50g,71.20g,2g,1521kJ / 359kcal,,"Barilla Deutschland GmbH / BARILLA Division, Via Mantova 166, Parma, Italy","Eggs, Soybeans, Mustard.","DURUM WHEAT semolina , water. May contain traces of soy, egg and mustard . Origin of the wheat: EU and non-EU.                ",500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.50g,,,,,,,,,,,,,,,,,,
44,Miracoli Macaroni 5 servings,€3.79,"MIRÁCOLI™ classic Macaroni with tomato sauce is the pasta classic from MIRÁCOLI™ based on an original Italian recipe. It has been continuously improved since it was launched in 1961, but one thing has always remained the same: the simple and quick preparation. Not secret: where the fresh tomatoes come from. They mature in the warm Mediterranean sun. Refined with herbs and onions, the classic sauce gives the macaroni a Mediterranean flavor. For a delicious lunch with the family or when you're in a hurry! Without artificial preservatives, colors and flavorings; Suitable for vegetarians , Mars GmbH DE has provided the above information.",https://oda.com//de/products/43412-miracoli-miracoli-maccaroni-5-portionen/,https://bilder.kolonial.no/local_products/c493c72c-68bc-4ec1-84d0-88cf2fe15b01.jpg?auto=format&fit=max&w=553&s=be19cb0bf62411f914f3c385f56bed30,0.65g,3.60g,1.10g,2.50g,21g,0.50g,441kJ / 104kcal,,"Mars GmbH DE, PO Box 1280, 27281 Verden (Aller), Germany","Eggs, mustard, lupine.","Maccaroni - Zutaten: HARTWEIZENGRIESS. # Tomatensauce - Zutaten: Doppelt konzentriertes Tomatenmark 28%, Wasser. # Würzmischung - Zutaten: getrocknete Zwiebel, Salz, Modifizierte Maisstärke, Stärke, hydrolysiertes Pflanzeneiweiss (enthält WEIZEN, SOJA), Zucker, Kräuter (enthält SELLERIE), Knoblauchpulver, Gewürze. # Kann enthalten: SENF, EI, LUPINEN. ",560 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.10g,,,,,,,,,,,,,,,,,,
45,Miracoli Maccaroni Classic 3 servings,€2.49,"MIRÁCOLI™ classic Macaroni with tomato sauce is the pasta classic from MIRÁCOLI™ based on an original Italian recipe. It has been continuously improved since it was launched in 1961, but one thing has always remained the same: the simple and quick preparation. Not secret: where the fresh tomatoes come from. They mature in the warm Mediterranean sun. Refined with herbs and onions, the classic sauce gives the macaroni a Mediterranean flavor. For a delicious lunch with the family or when you're in a hurry! Without artificial preservatives, coloring and flavorings. Suitable for vegetarians , Mars GmbH DE has provided the above information.",https://oda.com//de/products/43707-miracoli-miracoli-maccaroni-klassiker-3-portionen/,https://bilder.kolonial.no/local_products/6acb4080-0d54-4662-a032-e32eed6f4281.jpg?auto=format&fit=max&w=408&s=eac0208d07b8f3cf8e133a427e2caca7,0.61g,3.60g,1.10g,2.40g,21g,0.50g,451kJ / 106kcal,,"Mars GmbH DE, PO Box 1280, 27281 Verden (Aller), Germany","Eggs, mustard, lupine.","Maccaroni - Zutaten: HARTWEIZENGRIESS. # Tomatensauce - Zutaten: Doppelt konzentriertes Tomatenmark 28%, Wasser. # Würzmischung - Zutaten: getrocknete Zwiebel, Salz, Modifizierte Maisstärke, Stärke, hydrolysiertes Pflanzeneiweiss (enthält WEIZEN, SOJA), Zucker, Kräuter (enthält SELLERIE), Knoblauchpulver, Gewürze. # Kann enthalten: SENF, EI, LUPINEN. ",359.80 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.10g,,,,,,,,,,,,,,,,,,
46,Miracoli spaghetti with tomato sauce 3 servings,€2.79,"MIRÁCOLI™ Classic Spaghetti with tomato sauce is the pasta classic from MIRÁCOLI™ based on an original Italian recipe. It has been continuously improved since it was launched in 1961, but one thing has always remained the same: the simple and quick preparation. Not secret: where the fresh tomatoes come from. They mature in the warm Mediterranean sun. Refined with herbs and onions, the classic sauce gives the spaghetti a Mediterranean flavor. For a delicious lunch with the family or when you're in a hurry! Without artificial preservatives, coloring and flavorings. Suitable for vegetarians , Mars GmbH DE has provided the above information.",https://oda.com//de/products/47121-miracoli-miracoli-spaghetti-mit-tomatensauce-3-por/,https://bilder.kolonial.no/local_products/9367342a-7ced-4e69-ae02-1722adcdd0f5.jpg?auto=format&fit=max&w=408&s=244145183c211de9ae3ab6bd163a96b0,0.58g,3.70g,1.10g,2.30g,22g,0.50g,458kJ / 108kcal,,"Mars GmbH DE, PO Box 1280, 27281 Verden (Aller), Germany","Eggs, mustard, lupine.","Spaghetti - Zutaten: HARTWEIZENGRIESS. # Tomatensauce - Zutaten: Doppelt konzentriertes Tomatenmark 28%, Wasser. # Würzmischung - Zutaten: getrocknete Zwiebel, Salz, Modifizierte Maisstärke, Stärke, hydrolysiertes Pflanzeneiweiss (enthält WEIZEN, SOJA), Zucker, Kräuter (enthält SELLERIE), Knoblauchpulver, Gewürze. # Kann enthalten: SENF, EI, LUPINEN. ",379.80 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.10g,,,,,,,,,,,,,,,,,,
47,Miracoli spaghetti with tomato sauce 5 servings,€3.79,"MIRÁCOLI™ Classic Spaghetti with tomato sauce is the pasta classic from MIRÁCOLI™ based on an original Italian recipe. It has been continuously improved since it was launched in 1961, but one thing has always remained the same: the simple and quick preparation. Not secret: where the fresh tomatoes come from. They mature in the warm Mediterranean sun. Refined with herbs and onions, the classic sauce gives the spaghetti a Mediterranean flavor. For a delicious lunch with the family or when you're in a hurry! Without artificial preservatives, colors and flavorings; Suitable for vegetarians , Mars GmbH DE has provided the above information.",https://oda.com//de/products/47681-miracoli-miracoli-spaghetti-mit-tomatensauce-5-por/,https://bilder.kolonial.no/local_products/01bd6885-f155-4ec3-8442-b88d2f8e2210.jpg?auto=format&fit=max&w=553&s=4e1b6e79f7b40f7cfe272dc5e642dcec,0.59g,3.70g,1.10g,2.40g,22g,0.50g,454kJ / 107kcal,,"Mars GmbH DE, PO Box 1280, 27281 Verden (Aller), Germany","Eggs, mustard, lupine.","Spaghetti - Zutaten: HARTWEIZENGRIESS. # Tomatensauce - Zutaten: Doppelt konzentriertes Tomatenmark 28%, Wasser. # Würzmischung - Zutaten: getrocknete Zwiebel, Salz, Modifizierte Maisstärke, Stärke, hydrolysiertes Pflanzeneiweiss (enthält WEIZEN, SOJA), Zucker, Kräuter (enthält SELLERIE), Knoblauchpulver, Gewürze. # Kann enthalten: SENF, EI, LUPINEN. ",616 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.10g,,,,,,,,,,,,,,,,,,
48,Delverde Buitoni Spaghettini,€1.89,"Delverde Classica Spaghettini 500g , Newlat GmbH has provided the above information.",https://oda.com//de/products/46522-delverde-delverde-buitoni-spaghettini/,https://bilder.kolonial.no/local_products/acd34c81-d6b3-40e5-a403-4a06c9796ee4.jpg?auto=format&fit=max&w=1000&s=f50d7acf49b536c583a8c1dcdd1b616e,0.01g,11.50g,3g,3.50g,71.80g,1.90g,1510kJ / 356kcal,,"Newlat GmbH, Franzosenstrasse 9, 68070 Mannheim, Germany",soybeans.,DURUM WHEAT ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.80g,,,,,,,,,,,,,,,,,,
49,Delverde Buitoni spaghetti,€1.89,"Delverde Classica Spaghetti 500g , Newlat GmbH has provided the above information.",https://oda.com//de/products/42367-delverde-delverde-buitoni-spaghetti/,https://bilder.kolonial.no/local_products/8d0e62c1-3c1f-4313-b9c3-9615c6d29b1a.jpg?auto=format&fit=max&w=1000&s=c59b6ed69399f185c811777b654cbeb2,0.01g,11.50g,3g,3.50g,71.80g,1.90g,1510kJ / 356kcal,,"Newlat GmbH, Franzosenstrasse 9, 68070 Mannheim, Germany",soybeans.,DURUM WHEAT ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.80g,,,,,,,,,,,,,,,,,,
50,Delverde Buitoni Tagliatelle,€1.89,"Delverde Classica Tagliatelle 500g , Newlat has provided the above information.",https://oda.com//de/products/42404-delverde-delverde-buitoni-tagliatelle/,https://bilder.kolonial.no/local_products/6d8411f8-11f9-4b61-8f78-cc9bb15b34ac.jpg?auto=format&fit=max&w=1000&s=934c0fa8aa0ef30eb972872728c2279e,0.01g,11.50g,3g,3.50g,71.80g,1.90g,1510kJ / 356kcal,,Newlat,soybeans.,DURUM WHEAT ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.80g,,,,,,,,,,,,,,,,,,
51,Delverde Buitoni Eliche,€1.89,"Delverde Classica Eliche 500g , Newlat GmbH has provided the above information.",https://oda.com//de/products/47062-delverde-delverde-buitoni-eliche/,https://bilder.kolonial.no/local_products/f4af0840-344e-49fe-abb9-d1992971095e.jpg?auto=format&fit=max&w=610&s=368eef04f4b76dcbcfcdfed9a7039b71,0.01g,11.50g,3g,3.50g,71.80g,1.90g,1510kJ / 356kcal,,"Newlat GmbH, Franzosenstrasse 9, 68070 Mannheim, Germany",soybeans.,DURUM WHEAT ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.80g,,,,,,,,,,,,,,,,,,
52,Delverde Buitoni Penne Rigate,€1.89,"Delverde Classica Penne Rigate 500g , Newlat GmbH has provided the above information.",https://oda.com//de/products/45664-delverde-delverde-buitoni-penne-rigate/,https://bilder.kolonial.no/local_products/e95233d9-faec-4b37-b367-7acb1cffcab4.jpg?auto=format&fit=max&w=602&s=ec06f8daa27caa25b2057c1919699f0a,0.01g,11.50g,3g,3.50g,71.80g,1.90g,1510kJ / 356kcal,,"Newlat GmbH, Franzosenstrasse 9, 68070 Mannheim, Germany",soybeans.,DURUM WHEAT ,500 grams,daily,"pasta, rice and cereals",Noodles and pasta,oda,Italy,,,,,,,,,,,,,,0.80g,,,,,,,,,,,,,,,,,,
