,Unnamed: 0.1,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Unnamed: 6,country of origin,commercial class,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Country of origin,Trade class,Contents,Possible delivery times,Weight,Characteristics,supplier,Information about the offer,region,supplier,Region of origin,region of origin,variety,Quality,Description,trademark,trade class,mixing,Characteristics,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),Salt,Protein,fiber,Zucker,carbohydrates,hereof: saturated fatty acids,Fett,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),fiber,Information about the offer,May contain traces of,May contain traces of
47,47,47,tangerines,€2.99," , No detailed information was provided about this product.",https://oda.com//de/products/55544-mandarinen/,https://bilder.kolonial.no/local_products/329b2a8b-b4d6-42f3-b82a-42602e41019e.jpg?auto=format&fit=max&w=1000&s=0752491e64dcc0ec73ce5bfe4661df0e,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,1 kilogram,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,48,Apple JONAGOLD,€2.99," , No detailed information was provided about this product.",https://oda.com//de/products/56022-werder-frucht-so-nah-so-gut-apfel-jonagold-beutel/,https://bilder.kolonial.no/local_products/ea5f822e-21a4-4a13-b2d1-f15e8156f756.JPG?auto=format&fit=max&w=609&s=fd0ffa1393dbafdf900220c9c031ec31,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,2 kilograms,daily,Fruit Vegetable,Fruit,oda,,,,,,,Werder Frucht GmbH,,Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,49,"Dates Medjoul, with stone",€3.19," , No detailed information was provided about this product.",https://oda.com//de/products/56280-alinda-datteln-medjoul-mit-stein/,https://bilder.kolonial.no/local_products/e140e1f1-0ee2-407c-8fc7-0f0702579f63.png?auto=format&fit=max&w=1000&s=0b38649fa652d3d7551c6763ee59ea43,,,,200 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,KÖLLA GmbH & Co KG,,,,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,50,Apple ELSTAR,€2.99," , No detailed information was provided about this product.",https://oda.com//de/products/56021-werder-frucht-so-nah-so-gut-apfel-elstar-beutel/,https://bilder.kolonial.no/local_products/827ef03f-368e-42a0-aa18-a08dfa1b6d83.JPG?auto=format&fit=max&w=609&s=e2b6f1479180fae862c37e80abda0fd2,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,2 kilograms,daily,Fruit Vegetable,Fruit,oda,,,,,,,Werder Frucht GmbH,,Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,51,"Apricots, dried and pitted",€3.49," , No detailed information was provided about this product.",https://oda.com//de/products/56276-alinda-aprikosen-getrocknet-entsteint/,https://bilder.kolonial.no/local_products/ed3502f0-f157-4625-a5c7-c0b17b0c51f3.png?auto=format&fit=max&w=667&s=cdce1d33ca0f4ceb9b68666566d6a561,,,,200 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,KÖLLA GmbH & Co KG,,,,,Türkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,52,"Honey sweet figs, dried",€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/56278-alinda-honigsusse-feigen-getrocknet/,https://bilder.kolonial.no/local_products/7ee1ecc8-336c-406e-a736-35a33f17ff8c.png?auto=format&fit=max&w=667&s=cce6df046dbfb2253da51e5798bb8110,,,,250 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,KÖLLA GmbH & Co KG,,,,,Türkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,53,Organic Limes,€1.89," , No detailed information was provided about this product.",https://oda.com//de/products/54463-bio-limetten/,https://bilder.kolonial.no/local_products/33f746bb-21d6-46b6-ada5-fa742ab44d74.jpg?auto=format&fit=max&w=1000&s=8378dc436a7cd2be1822ec172c70893b,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Colombia, Mexico, Brazil or Peru",II,4 pieces,daily,Fruit Vegetable,Fruit,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,54,Apple PINOVA,€1.49," , No detailed information was provided about this product.",https://oda.com//de/products/56034-werder-frucht-so-nah-so-gut-apfel-pinova-3-stuck/,https://bilder.kolonial.no/local_products/f578d398-bd07-4cfb-94ac-d6d3f968ceb4.JPG?auto=format&fit=max&w=858&s=193ee29b14186ce897e012f25aeaec27,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,500 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,Werder Frucht GmbH,,Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,55,"Honey sweet figs, dried",€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/56277-alinda-honigsusse-feigen-getrocknet/,https://bilder.kolonial.no/local_products/dc0c3019-07e4-4cab-a166-09b63ce96f6c.png?auto=format&fit=max&w=667&s=44267e58c417c80ccdd8d22013e1a9cb,,,,200 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,KÖLLA GmbH & Co KG,,,,,Türkiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,56,Organic Limes,€0.59," , No detailed information was provided about this product.",https://oda.com//de/products/54464-bio-limetten/,https://bilder.kolonial.no/local_products/0deda6c5-6426-4158-b317-10c15b653d5c.jpg?auto=format&fit=max&w=1000&s=a91e1ebaaf25a6f8750cf48ea89bbe63,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Colombia, Mexico, Brazil or Peru",II,1 piece,daily,Fruit Vegetable,Fruit,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,57,Grapefruit,€1.19," , No detailed information was provided about this product.",https://oda.com//de/products/55551-grapefruit/,https://bilder.kolonial.no/local_products/72f35d84-17dc-4eef-be06-50875a46c71c.jpg?auto=format&fit=max&w=1000&s=df54b75de1aa9b712c71e3084b415535,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Spain,I,1 piece,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,58,Apple ELSTAR,€1.49," , No detailed information was provided about this product.",https://oda.com//de/products/56023-werder-frucht-so-nah-so-gut-apfel-elstar-3-stuck/,https://bilder.kolonial.no/local_products/979d8e18-a75c-47c2-80c2-720836c6dd25.JPG?auto=format&fit=max&w=874&s=d2cf24d3f924df0ca7359fc03e65ca81,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Germany,I,500 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,Werder Frucht GmbH,,Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,59,kumquats,€2.69," , No detailed information was provided about this product.",https://oda.com//de/products/54762-kumquats/,https://bilder.kolonial.no/local_products/1e9bfeb0-11aa-4ed9-a96a-13b9dedd58bb.jpg?auto=format&fit=max&w=1000&s=801b12a55698fcb1209d450261e42d49,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Spain, Israel, South Africa",I,150 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,60,limes,€0.99," , No detailed information was provided about this product.",https://oda.com//de/products/56430-limetten-3-stuck/,https://bilder.kolonial.no/local_products/818e0049-737d-4077-999f-21bad7d6946b.jpg?auto=format&fit=max&w=558&s=0cf90038c2905aa773e69d92d0ca0f7e,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Brazil or Mexico,I,1 pack,daily,Fruit Vegetable,Fruit,oda,,,,,,,not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,61,strawberries,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/53909-erdbeeren/,https://bilder.kolonial.no/local_products/6ce9a094-efda-4c7c-9c7e-5485ea33d352.jpg?auto=format&fit=max&w=300&s=4a4a902624ff698ef89e35b147d9682f,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Netherlands or Spain,I,250 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,62,Organic blueberries,€2.19," , No detailed information was provided about this product.",https://oda.com//de/products/54452-bio-heidelbeeren/,https://bilder.kolonial.no/local_products/85c76e30-e21a-4c04-b278-03529c4f7de8.jpg?auto=format&fit=max&w=1000&s=a51280140cae4ed6b8acfef40605addb,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Argentina, Peru, Chile, Spain, Portugal, Germany",II,125 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,63,organic pineapple,€3.09," , No detailed information was provided about this product.",https://oda.com//de/products/54453-bio-ananas/,https://bilder.kolonial.no/local_products/da243036-aa26-4148-919e-9c32044bb088.jpg?auto=format&fit=max&w=289&s=2638ee8c2d2053ddfcae7790fd8fbc47,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Costa Rica,II,1 piece,daily,Fruit Vegetable,Fruit,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,64,Organic kiwi green,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/54454-bio-kiwi-grun/,https://bilder.kolonial.no/local_products/68a477d0-b9c1-4dfb-b6aa-861cc40aad67.jpg?auto=format&fit=max&w=1000&s=f12ca3939ae36908912b530fe69bcbaa,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Italy, Greece",II,4 pieces,daily,Fruit Vegetable,Fruit,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,65,Cantaloupe melon,€3.69," , No detailed information was provided about this product.",https://oda.com//de/products/56059-cantaloupe-melone/,https://bilder.kolonial.no/local_products/b7d7ed1c-6dfd-4389-9258-a8c8572963b9.jpeg?auto=format&fit=max&w=688&s=440c179eb4adde865838c2359aeb6bc3,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Brazil or Costa Rica,I,1 piece,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,66,honeydew melon,€3.69," , No detailed information was provided about this product.",https://oda.com//de/products/56060-honigmelone/,https://bilder.kolonial.no/local_products/5c9d91be-349e-4b42-83ee-4ffd641b4bad.jpg?auto=format&fit=max&w=728&s=3e59b4e2e1c1c73522a64a083ff1e383,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","South Africa, Brazil or Costa Rica",I,1 piece,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,67,Galia melon,€3.69," , No detailed information was provided about this product.",https://oda.com//de/products/56061-galiamelone/,https://bilder.kolonial.no/local_products/eed1d210-db55-4aaa-90e4-4b35ddeb5b66.jpg?auto=format&fit=max&w=1000&s=99ead1d16f15b083006eb6df7d5fa1e5,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Brazil or Costa Rica,I,1 piece,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,68,cultivated blueberries,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/56266-kulturheidelbeeren/,https://bilder.kolonial.no/local_products/bf10efde-add6-4c40-9d84-3ed68ccc38e3.jpg?auto=format&fit=max&w=1000&s=e5df1426e2cac609da467c1962ba9e0b,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Spain, Germany, Peru, Chile or South Africa",I,125 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,69,raspberries,€2.29," , No detailed information was provided about this product.",https://oda.com//de/products/56270-himbeeren/,https://bilder.kolonial.no/local_products/9031c1dd-c9b7-4a49-935e-72abafa47f13.jpg?auto=format&fit=max&w=835&s=d2a709d25723232ed32d6eff7c904ad8,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.","Spain, Portugal, Morocco or Germany",I,125 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,70,kiwi green,€1.99," , No detailed information was provided about this product.",https://oda.com//de/products/56707-kiwi-grun/,https://bilder.kolonial.no/local_products/c0b4f281-b61c-45c0-96e1-6068d1bb25b4.jpg?auto=format&fit=max&w=1000&s=2c3b9b7e64f917acf62cc1c215e206fe,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Greece,I,1 kilogram,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,71,kiwi gold,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/56708-kiwi-gold/,https://bilder.kolonial.no/local_products/2b77fb1e-36df-4b7b-b321-35e0f7c2cc31.jpg?auto=format&fit=max&w=240&s=96cb3d24ea80ead6318f8c0b9f319cda,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Greece,I,500 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,72,Fackelmann Lemon Squeezer,€5.99,"Citrus juicer, Fackelmann Basic, plastic, 180x140x120mm, 500ml, dishwasher-safe, Made in Germany, white",https://oda.com//de/products/58623-fackelmann-fackelmann-zitronenpresse/,https://bilder.kolonial.no/local_products/fcf9054b-56c1-4cba-867a-28d0f41242c6.jpg?auto=format&fit=max&w=340&s=70d35f4e06133544631e180c801c55d6,,,,1 piece,daily,Fruit Vegetable,Fruit,oda,,,,,,,"Fackelmann, Sebastian-Fackelmann-Strasse 6, 91217 Hersbruck",,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,73,Organic Pears Packham,€2.24," , No detailed information was provided about this product.",https://oda.com//de/products/60433-bio-birnen-packham/,https://bilder.kolonial.no/local_products/cb81d004-7619-4d5b-8aa5-29e9ffb3b125.jpg?auto=format&fit=max&w=667&s=259ad172887dfe7273b661f8b588b137,,Argentina,II,500 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,organic product,,Maximum 20 per person. The offer is valid until April 30th and while stocks last. Please note that discounts on products are not reserved when you add them to your shopping cart. They only apply once you have completed the payment process.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,74,Organic pears Anjou,€2.49," , No detailed information was provided about this product.",https://oda.com//de/products/60434-bio-birnen-anjou/,https://bilder.kolonial.no/local_products/043999af-6da3-4e26-8497-b734abfeb025.jpg?auto=format&fit=max&w=1000&s=5c2457119529a67570d29cf25e8dd771,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Argentina,II,500 grams,daily,Fruit Vegetable,Fruit,oda,,,,,,organic product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,75,Pineapple Extra Sweet,€2.99," , No detailed information was provided about this product.",https://oda.com//de/products/61505-ananas-extra-sweet-mind-132-kg/,https://bilder.kolonial.no/local_products/515d1d12-af34-4fb7-9a69-c6737728c315.jpg?auto=format&fit=max&w=289&s=d6094abbba0786a160e264f2d1e0619e,"No liability is assumed for the information. Please note the information on the respective product packaging, only these are binding. The product design may differ from the illustration.",Costa Rica,I,1 piece,daily,Fruit Vegetable,Fruit,oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
