,Unnamed: 0,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Salt,Protein,fiber,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Characteristics,supplier,Ingredients/Ingredients,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Notice,May contain traces of,Freshness guarantee (minimum),Region of origin,storage,Sodium,Country of origin,distributor,Description,Size,Delivery days,Product informationThe supplier has not provided us with detailed information about this product.Show all Schär products
22,22,Harry Anno 1688 rustical,"2,29€","Anno 1688 rustic 500g , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56960-harry-harry-anno-1688-rustikal/,https://bilder.kolonial.no/local_products/7a8dc439-f6e2-4ae5-bc5e-308b3d27aed9.jpg?auto=format&fit=max&w=629&s=56e2c2f688537b6275af9cf30fb6bf20,1.25 g,6.60 g,6.50 g,3.20 g,43 g,0.20 g,1 g,932 kJ / 220 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour, natural sourdough (water, wholemeal RYE flour, RYE flour, WHEAT flour), RYE flour, water, salt, yeast, RYE malt flour, acidity regulator sodium acetate. May contain traces of SESAME.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,4 Roofs,Deutschland,in,in,in,in,in,in,in,in
23,23,Harry Year 1688 Dinkel,"2,39€","Light spelled flour bread made from 100%
Spelled with juicy, soft, thick
slices. Large-pored, fine, aromatic. With a deep fried crust for a typical spelled taste. , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56961-harry-harry-anno-1688-dinkel/,https://bilder.kolonial.no/local_products/3673c5f6-06e8-4feb-ae4f-4a4e602ce4cf.jpg?auto=format&fit=max&w=629&s=318108408cb8a3a3f83797c6f194014d,1.20 g,9.70 g,3.90 g,1.60 g,46 g,0.30 g,3.50 g,1108 kJ / 262 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","SPELLED flour ¹, water, natural sourdough (water, SPELLED flour ¹), yeast, rapeseed oil, invert sugar syrup, salt, acidity regulator sodium acetate. ¹a WHEAT species
May contain traces of SESAME.",450 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,4 Roofs,Deutschland,in,in,in,in,in,in,in,in
24,24,Harry 1688 Steinofenbrot,"1,89€","1688 Steinofenbrot 500g , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56963-harry-harry-1688-steinofenbrot/,https://bilder.kolonial.no/local_products/221f982b-fc91-4782-b14a-e44beb7e40d3.jpg?auto=format&fit=max&w=786&s=caefb26b536a07901d28f71844de8079,1 g,7.10 g,5.20 g,1.70 g,42 g,0.30 g,1.50 g,932 kJ / 220 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour, natural sourdough (water, wholemeal RYE flour, RYE flour, WHEAT flour), water, RYE flour, salt, yeast, RYE malt flour, acidity regulator sodium acetate.
May contain traces of SESAME.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,4 Roofs,Deutschland,in,in,in,in,in,in,in,in
25,25,Harry 1688 Our Gentle,"1,89€","1688 Unser Mildes 500g , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56965-harry-harry-1688-unser-mildes/,https://bilder.kolonial.no/local_products/2b3bdffe-163a-4771-888d-0e9c00775eab.jpg?auto=format&fit=max&w=786&s=7d688eb67d8ffc47c28edd3cee053569,1 g,7.50 g,3.80 g,2.90 g,45 g,0.30 g,2.70 g,1023 kJ / 242 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","WHEAT flour, water, natural sourdough (water, wholemeal RYE flour, RYE flour), RYE flour, salt, yeast, rapeseed oil, invert sugar syrup, emulsifier mono- and diglycerides of fatty acids¹, acidity regulator sodium acetate. ¹vegetable origin
May contain traces of SESAME.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,4 Roofs,Deutschland,in,in,in,in,in,in,in,in
26,26,Harry Vital & Fit,"1,89€","Malzmehrkornbrot 500g , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56964-harry-harry-vital-fit/,https://bilder.kolonial.no/local_products/a38cff4b-311e-4f05-8252-80d7073417c3.jpg?auto=format&fit=max&w=798&s=bf8c4d30f37b9a3dfab75d31e7a1b6e3,1 g,7.70 g,6.90 g,2.30 g,38 g,0.80 g,4.90 g,1013 kJ / 241 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","Flour (WHEAT, RYE), water, natural sourdough (water, RYE wholemeal flour, RYE flour), linseed 4.3%, BARLEY flakes, sunflower seeds 3.5%, OAT flakes, malt extract (BARLEY malt, water), salt, RYE flakes, yeast, caramel syrup, invert sugar syrup , emulsifier mono- and diglycerides of fatty acids¹ , acidity regulator sodium acetate. ¹ plant origin
May contain traces of SESAME.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,4 Roofs,Deutschland,in,in,in,in,in,in,in,in
27,27,Harry Vital+Whole Grain Spelled,"1,89€","Wholemeal spelled bread in new
round shape. Soft and pithy with 6% sunflower seeds, slightly nutty, a pleasure and a delicious filling.

high fiber,
source of magnesium. , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56966-harry-harry-vital-dinkel-vollkorn/,https://bilder.kolonial.no/local_products/83bb5c8e-e35a-4d53-86ab-bba012ab8f00.jpg?auto=format&fit=max&w=733&s=337b87e4bbeb7273d64745823ff29412,1 g,9.50 g,6.20 g,2.70 g,36 g,0.60 g,5.50 g,1027 kJ / 244 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","Natural sourdough (SPELLED wholemeal¹, water), water, SPELLED wholemeal¹, puffed SPELLED¹, sunflower seeds 6%, SPELLED flakes¹, Spelled wholemeal, invert sugar syrup, salt, SPELLED flour¹, yeast. ¹ a WHEAT species. May contain traces of SESAME.",300 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
28,28,Harry egg white bread,"2,59€","Protein Bread 500g , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56962-harry-harry-eiweissbrot/,https://bilder.kolonial.no/local_products/524a79cb-dcdc-4cad-bfdc-4c956ab6944c.jpg?auto=format&fit=max&w=590&s=11b5582623367c0401403e68067d9e87,1 g,23 g,5.50 g,3.50 g,14 g,1.30 g,9.40 g,1021 kJ / 244 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","Water, WHEAT protein, whole WHEAT flour 11%, sunflower seeds, linseed, pea meal, WHEAT protein concentrate, SESAME, natural sourdough (water, whole RYE flour, RYE flour, WHEAT flour), field bean flour, BARLEY malt flour, WHEAT bran, yeast, salt, acidity regulator sodium acetate, RYE flour.
May contain traces of EGG, SOYA and MILK.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,"Eggs, Soybeans, Milk.",4 Roofs,Deutschland,in,in,in,in,in,in,in,in
29,29,Harry 1688 Sonnenkern,"1,89€","Wholemeal rye bread with sunflower seeds 500g, Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56967-harry-harry-1688-sonnenkern/,https://bilder.kolonial.no/local_products/686e1c5a-2bbf-4912-a52c-96dbed23938e.jpg?auto=format&fit=max&w=1000&s=2b0384a324962562ee6888867cc0a72f,1 g,6.50 g,10.50 g,3.30 g,30 g,0.70 g,6.90 g,960 kJ / 229 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","Wholemeal RYE (meal and flour), natural sourdough (water, wholemeal RYE meal, RYE flour), water, sunflower seeds, WHEAT flour, salt, invert sugar syrup, caramel syrup, yeast.
May contain traces of SESAME.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
30,30,Harry 1688 Korn an Korn,"1,89€","Rye Wholemeal Bread 500g , Harry-Brot GmbH has provided the above information.",https://oda.com//de/products/56968-harry-harry-1688-korn-an-korn/,https://bilder.kolonial.no/local_products/a2a8a493-597d-454e-93be-1616dd195a1d.jpg?auto=format&fit=max&w=800&s=d22e4e2e0757c8740aa4fce63dd84e59,1 g,5.30 g,8.30 g,4.60 g,39 g,0.20 g,1.10 g,860 kJ / 204 kcal,in,"Harry-Brot GmbH, 22859 Schenefeld","Wholegrain RYE, natural sourdough (water, wholegrain RYE, RYE flour, WHEAT flour), water, invert sugar syrup, caramel syrup, salt, RYE flakes, yeast.
May contain traces of SESAME.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
31,31,Mestemacher protein bread with carrots,"1,99€","""This bread innovation is available in a small oven bread format with 250 g. Each pack contains 5 slices. The pack size is ideal for customers who want to change their types more often.

Thanks to pasteurization, the digestible variety stays juicy and fresh for up to 6 months unopened. The family bakery, founded in 1871, claims to bake feel-good bread whose high fiber content ensures regular digestion. All bread packs are hygienically packed."" , MESTEMACHER GmbH has provided the above information.",https://oda.com//de/products/44277-mestemacher-mestemacher-eiweissbrot-mit-karotten/,https://bilder.kolonial.no/local_products/a4103559-eb01-4736-87f3-d7344fc6f2c6.jpg?auto=format&fit=max&w=1000&s=a3c839fe56d0454547f3fc9204e95817,1.30 g,21.70 g,11.30 g,3.70 g,11.40 g,1.10 g,8.20 g,953 kJ / 228 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","Water, protein mixture (17%) (WHEAT PROTEIN, pea protein), WHOLEMEAL RYE FLOUR, SOY FLOUR (7%), SOY MEAL (7%), carrot strips (5%), brown linseed, WHEAT BRAN, sunflower seeds, OAT FIBER, salt, golden linseed, yeast, WHEY POWDER, RYE FLOUR, acidity regulator: sodium diacetate. May contain traces of SESAME and NUTS.",250 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,"nuts, sesame seeds.",in,Deutschland,in,in,in,in,in,in,in,in
32,32,Mestemacher protein bread,"1,99€","The special thing about the Mestemacher protein bread is the 12 percent protein mixture, which consists of wheat and pea protein, the 6 percent soy meal and 3 percent soy flour. With these components, the bread achieves 3.2 times the amount of protein and contains 82 percent less carbohydrates compared to conventional wholemeal bread. , MESTEMACHER GmbH has provided the above information.",https://oda.com//de/products/29709-mestemacher-mestemacher-eiweissbrot/,https://bilder.kolonial.no/local_products/b6a071e3-7d6f-49c7-9301-378630fbf567.jpg?auto=format&fit=max&w=1000&s=7cf4e940276474b763ff653913c80a69,1.20 g,21 g,10.10 g,2.90 g,11.30 g,1.70 g,12.50 g,1092 kJ / 262 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","Water, protein mixture (12%) (WHEAT PROTEIN, pea protein), WHOLEMEAL RYE FLOUR, brown linseed, SOY MEAL (6%), SOY FLOUR (5%), WHEAT BRAN, golden linseed, sunflower seeds, SESAME, apple cider vinegar, salt, yeast.
May contain traces of nuts.",250 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,nuts.,in,Deutschland,in,in,in,in,in,in,in,in
33,33,Mestemacher Wholemeal Bread Basket 10Port.,"2,99€","The premium whole grain bread basket contains 10 portions of 10x50g

 2x fitness bread
 2x Pumpernickel
 2x Flaxseed Bread
 2x wholemeal bread
 2x Sun Seed Bread

Advantages of the Mestemacher premium wholemeal bread basket

 The 2 x 5 different types of fitness bread, pure wholemeal bread, sun seed bread, pumpernickel and linseed bread are hygienically packaged.
 The 5 different types of wholemeal bread are ideal for testing to taste your favorite type.


 Depending on your personal mood and the time of day, you can choose a different bread for breakfast, after exercise, during the lunch break or for dinner.


 The individually wrapped discs are well suited for people who work and therefore don't want to spend much time shopping.


 The bread in the hygienic portion packs can be enjoyed unopened for up to 12 months thanks to natural pasteurisation.


 Single households that consume smaller amounts of bread do not have to worry about the bread becoming moldy.


 Wholemeal bread is important for a healthy high-fiber diet.


 Freshly ground rye is used to make the bread. As a result, the (high) content of vitamins and minerals is well preserved. , MESTEMACHER GmbH has provided the above information.",https://oda.com//de/products/42866-mestemacher-mestemacher-vollkorn-brotkorbchen-10po/,https://bilder.kolonial.no/local_products/35741091-a2dd-465d-9ae9-2278127540ef.jpg?auto=format&fit=max&w=1000&s=94385a3da53d65b0e64df7e8e0b47d55,1.10 g,5.70 g,9.50 g,3.10 g,34.30 g,0.40 g,2.80 g,861 kJ / 205 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","Whole grain bread
WHOLEMEAL RYE MEAL (59%), water, salt.

sun seed bread
WHOLEMEAL RYE MEAL (56%), water, sunflower seeds (5%), salt.

Linseed bread
WHOLE RYE MEAL (56%), water, linseed (5%), salt.

fitness bread
WHOLEMEAL RYE MEAL (51%), water, WHOLEMEAL OAT MEAL (3%), sunflower seeds (2.5%), WHEAT GERM (1.5%), salt.

pumpernickel
WHOLE RYE MEAL (60%), water, beet syrup, salt, MALT EXTRACT (BARLEY), yeast.",10 pieces,daily,"Bread, baked goods & spreads",Violation,oda,in,in,in,Deutschland,in,in,in,in,in,in,in,in
34,34,Mestemacher Gourmet Pumpernickel Roll,"1,89€","Bread delicacy with a fine, sweet taste that comes from the long, gentle baking time of up to 20 hours. Bites in a different way. The Westphalian original in the mini version is ideal as a canapé. Ideal for every champagne reception. , MESTEMACHER GmbH has provided the above information.",https://oda.com//de/products/44951-mestemacher-mestemacher-gourmet-pumpernickel-rolle/,https://bilder.kolonial.no/local_products/ecae2420-a748-4c0b-8031-dd37d671d92c.jpg?auto=format&fit=max&w=455&s=036283a3f331b3eb9bf11e03e01ae393,1.20 g,5.40 g,10.20 g,6.40 g,36.40 g,0.30 g,2.40 g,881 kJ / 209 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","WHOLE RYE MEAL, water, MALT EXTRACT (BARLEY), beet syrup, salt, yeast. May contain traces of SESAME, SOY and NUTS.",250 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,"Soybeans, Milk, Nuts, Sesame Seeds.",in,Deutschland,in,in,in,in,in,in,in,in
35,35,Mestemacher Pumpernickel Dose,"2,99€","Bread delicacy with a fine, sweet taste that comes from the long, gentle baking time of up to 20 hours. 100% whole grain cereals. The light-protecting storage box for all bread fans. Not only preserves valuable ingredients, but also the taste. Ideal as travel provisions or on the campsite. , MESTEMACHER GmbH has provided the above information.",https://oda.com//de/products/51998-mestemacher-mestemacher-pumpernickel-dose/,https://bilder.kolonial.no/local_products/4cd9fdcc-a3bd-4bbf-a6f6-308bba53d587.jpg?auto=format&fit=max&w=750&s=9868a2d0cbc78791e505df30783d2d47,1.20 g,5.20 g,11.50 g,8.10 g,35.60 g,0.30 g,1.40 g,836 kJ / 199 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","WHOLE RYE MEAL, water, beet syrup, salt, MALT EXTRACT (BARLEY), yeast. May contain traces of SESAME, MILK and NUTS.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,"milk, nuts, sesame seeds.",in,Deutschland,in,in,in,in,in,in,in,in
36,36,Mestemacher Pumpernickel Westphalian,"1,19€","""Discover what's in Westphalia!"" Our Westphalian pumpernickel is at the top of the classic list. The very dark bread is slightly sweet and strong at the same time thanks to the carefully baked rye. Baking innovations have continuously improved the quality, the characteristic features have remained unchanged since 1871. Hot on the heels of the top classic are our refined Westphalian wholemeal breads. Pleasure and fitness factors par excellence! Mestemacher promotes the trend towards regional cuisine through membership in the association ""Westfälisch enjoyment e.V."" , MESTEMACHER GmbH has provided the above information.",https://oda.com//de/products/30496-mestemacher-mestemacher-pumpernickel-westfalisch/,https://bilder.kolonial.no/local_products/554dad48-0951-487c-a172-e99e536c0151.jpg?auto=format&fit=max&w=1000&s=1358256fd0b8356a47473610bf242cf7,1.10 g,4.60 g,11.50 g,6.20 g,32.80 g,0.20 g,1 g,763 kJ / 181 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","WHOLE RYE MEAL (60%), water, beet syrup, salt, MALT EXTRACT (BARLEY), yeast. May contain traces of SESAME, MILK and NUTS.",250 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,"milk, nuts, sesame seeds.",in,Deutschland,in,in,in,in,in,in,in,in
37,37,Mestemacher Pumpernickel Westphalian,"1,89€","""Discover what's in Westphalia!"" Our Westphalian pumpernickel is at the top of the classic list. The very dark bread is slightly sweet and strong at the same time thanks to the carefully baked rye. Baking innovations have continuously improved the quality, the characteristic features have remained unchanged since 1871. Hot on the heels of the top classic are our refined Westphalian wholemeal breads. Pleasure and fitness factors par excellence! Mestemacher promotes the trend towards regional cuisine through membership in the association ""Westfälisch enjoyment e.V"". MESTEMACHER GmbH has made the above information available.",https://oda.com//de/products/47284-mestemacher-mestemacher-pumpernickel-westfalisch/,https://bilder.kolonial.no/local_products/64af1e04-a860-483c-83d1-9301bbf95746.jpg?auto=format&fit=max&w=1000&s=d882b6f58b5fab19805c8bfaa63158f5,1.10 g,4.60 g,11.50 g,6.20 g,32.80 g,0.20 g,1 g,763 kJ / 181 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","WHOLE RYE MEAL (60%), water, beet syrup, salt, MALT EXTRACT (BARLEY), yeast. May contain traces of sesame, MILK and NUTS.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,"milk, nuts, sesame seeds.",in,Deutschland,in,in,in,in,in,in,in,in
38,38,Mestemacher Sylt Walnut Bread Round,"1,69€","The sliced, packaged and naturally pasteurized bread slices can be enjoyed unopened for up to 6 months. , MESTEMACHER GmbH has provided the above information.",https://oda.com//de/products/45514-mestemacher-mestemacher-sylter-walnuss-brot-rund/,https://bilder.kolonial.no/local_products/a1351be9-2362-417e-9bac-e4cf2065b4d2.jpg?auto=format&fit=max&w=1000&s=099161e9b149b36ff8ea18a4e55fb0c1,1 g,5.60 g,8.80 g,4.10 g,30.30 g,0.50 g,4 g,829 kJ / 197 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","WHOLE RYE MEAL, water, WALNUTS (5%), salt, beet syrup, BUTTERMILK POWDER, MALT EXTRACT (BARLEY), yeast. May contain traces of SESAME.",250 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,Sesame together.,in,Deutschland,in,in,in,in,in,in,in,in
39,39,Mestemacher Our pure,"2,79€","Wholemeal oat bread with 26% selected oilseeds with valuable omega 3 fatty acids. WITHOUT flour & yeast. Vegan WITHOUT animal products. Contains 2.1 g omega 3 fatty acids per 100 g / corresponds to approx. 2 slices. Mestemacher's bread revolution ""OUR PURE"" dispenses 100% with flour and yeast. In addition, it combines high-quality and selected ingredients. Oilseeds provide essential omega 3 fats while legumes are one of the plant sources of protein and fiber. , MESTEMACHER GmbH has provided the above information.",https://oda.com//de/products/44752-mestemacher-mestemacher-unser-pures/,https://bilder.kolonial.no/local_products/10838e54-3236-4eac-9e9b-645eef54d9ca.jpg?auto=format&fit=max&w=1000&s=33e9c2121086964d9eb8a0785c9288b0,0.89 g,11.50 g,11 g,2.20 g,22.20 g,1.40 g,13.90 g,1177 kJ / 282 kcal,in,"MESTEMACHER GmbH, Postfach 2451, 33254 Gütersloh, Germany","Water, OAT KERNELS (27%), oilseeds (26%) (linseed, sunflower seeds, pumpkin seeds), apple cider vinegar, BARLEY MALT EXTRACT, psyllium husks, OAT FLAKES (2%), salt.
May contain traces of SOY, SESAME and NUTS.",300 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,"Soybeans, Milk, Nuts, Sesame Seeds.",in,Deutschland,in,in,in,in,in,in,in,in
40,40,Emsland wholemeal bread,"1,09€","Wholemeal rye bread without preservatives. , Vollkornbäckerei Ahaus GmbH has provided the above information.",https://oda.com//de/products/42385-emsland-emsland-vollkornbrot/,https://bilder.kolonial.no/local_products/f148219f-3dd8-4a8b-a100-d7261f4a3d54.jpg?auto=format&fit=max&w=1000&s=6cb3c616858c90a6cb129bbf8f0c1be9,1.15 g,5.60 g,in,4.80 g,4.80 g,3 g,3 g,894 kJ / 214 kcal,in,"Vollkornbäckerei Ahaus GmbH, Sögeler Str. 3, 49751 Hüven, Germany","WHOLEMEAL RYE MEAL, water, natural sourdough (WHOLEMEAL RYE MEAL, water), sea salt.",500 Gramm,daily,"Bread, baked goods & spreads",Violation,oda,in,in,in,in,in,in,in,in,in,in,in,in
