,,,,PROD_NAME,PROD_PRICE,PROD_DESCRIPTION,PROD_URL,PROD_IMAGE_URL,Unnamed: 6,country of origin,commercial class,Contents,Possible delivery times,PROD_CATEGORY,PROD_SUB_CATEGORY,STORE_NAME,Country of origin,Trade class,Contents.1,Possible delivery times.1,Weight,Characteristics,supplier,Information about the offer,region,supplier.1,Region of origin,region of origin,variety,Quality,Description,trademark,trade class,mixing,Characteristics.1,Salt,protein,Sugar,carbohydrates,hereof: saturated fatty acids,Fat,calorific value,Ingredients/Ingredients,Freshness guarantee (minimum),Salt.1,Protein,fiber,Zucker,carbohydrates.1,hereof: saturated fatty acids.1,Fett,calorific value.1,Ingredients/Ingredients.1,Freshness guarantee (minimum).1,fiber.1,Information about the offer.1,May contain traces of,May contain traces of.1,storage,drained weight,storage.1,Variable weight,Description.1,drained weight.1,distributor,Notice,Polyunsaturated fatty acids,Monounsaturated fatty acids,particularities,weight class,grade,Size,Size.1,Delivery days,Freshness guarantee,Product InformationThe supplier has not provided us with detailed information about this product.View all Alpro products,sodium,deposit,deposit.1
26,,,,Emmentaler Switzerl. class AOP,€8.79,"Hard cheese made from raw cow's milk, PDO, matured for at least 4 months, ivory-colored with irregular cherry-sized holes, rind not suitable for consumption, mildly aromatic, smooth texture, Switzerland. , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58769-oda-kasetheke-emmentaler-switzerl-clas-aop/,https://bilder.kolonial.no/local_products/5869b8eb-e483-4a5e-b372-5beaa9d01a64.jpg?auto=format&fit=max&w=400&s=c01b34f71fb24afe54cf313c9b48dc1f,,,,200 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",,,,,Switzerland,,,,,,,,0.50g,29g,0g,0g,19g,31g,1640kJ / 395kcal,"RAW COW MILK , salt, rennet, cultures.    ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,Mozzarella bufala DOP bag,€2.49,"Hand-pulled mozzarella made from buffalo milk, porcelain-colored surface, light ivory-colored dough with an elastic, fluffy texture, creamy mouthfeel, milk-fresh, aromatic buffalo milk note, campania. , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58770-oda-kasetheke-mozzarella-bufala-dop-beutel/,https://bilder.kolonial.no/local_products/43fb1df4-92af-40a3-8c7d-9962404ba900.jpg?auto=format&fit=max&w=1000&s=ec56cdab0aa6f512533926b48d5160c1,,Italy,,125 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",,,,,,,,,,,,,0.60g,16g,0.40g,0.50g,14.20g,20.50g,1039kJ / 251kcal,"BUFFALO MILK , salt, rennet.   ",,,,,,,,,,,,,,,,,125 grams,,,,,,,,,,,,,,,,,,,
28,,,,Taleggio DOP,€4.49,"Semi-hard cheese made from cow's milk, red smeared rind, matured for 50 days in linen cloths, ivory-colored paste, aromatic and spicy taste, with a nutty note, Lombardy , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58772-oda-kasetheke-taleggio-dop/,https://bilder.kolonial.no/local_products/ab344774-0cd2-4ea7-85cd-0b7c50c857b9.jpg?auto=format&fit=max&w=1000&s=a9a99f71cc7c969cdccff6974c7649e7,,Italy,,180 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",,,,,,,,,,,,,2.10g,19g,0.50g,0.50g,18g,26g,1292kJ / 312kcal,"COW'S MILK , salt, rennet   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,Tyrolean milk Weinzirler,€4.39,"Hard cheese made from cow's milk, refined with red wine, smooth texture, spicy and strong taste, Wörgl/North Tyrol. , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58774-oda-kasetheke-tiroler-milch-weinzirler/,https://bilder.kolonial.no/local_products/3220aaf8-e437-47f7-b6a8-37d7de0077cb.jpg?auto=format&fit=max&w=1000&s=3cd6ea0e0644d36e3bc1eed16964a0e1,,,,150 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",,,,,Austria,,,,,,,,1.80g,24g,0g,0g,20g,31g,1555kJ / 375kcal,"COW MILK , salt, red wine, rennet substitute, cheese cultures.     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,Tyrolean milk Urtyroler,€4.69,"Hard cheese made from cow's milk, firm, light-brown, smeared rind, fine straw-yellow paste, strong, spicy taste with the typical aroma of mature mountain cheese. Tyrol , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58782-oda-kasetheke-tiroler-milch-urtyroler/,https://bilder.kolonial.no/local_products/532d98d9-22bd-4771-be7f-605fb81a6bb2.jpg?auto=format&fit=max&w=1000&s=79964e7194a42f19bd50b39d2b285685,,,,150 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",,,,,Austria,,,,,,,,1.50g,27g,0g,0g,21g,32g,1643kJ / 396kcal,"COW MILK , salt, rennet substitute, cheese cultures, firming agent (calcium chloride).      ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,Pecorino Pastore,€6.59,"Hard cheese made from sheep's milk, matured for at least 5 months, dark rind, ivory-colored body, compact, slightly crumbly texture, strong and spicy with a full-bodied sheep's milk aroma, Sardinia. , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58787-oda-kasetheke-pecorino-pastore/,https://bilder.kolonial.no/local_products/140bff61-6658-4761-86a8-62a000651ffd.jpg?auto=format&fit=max&w=986&s=d38c2e132eb57fab90ce3d8274118354,,,,200 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",,,,,Italy,,,,,,,,2g,26g,0g,0g,25g,38g,1848kJ / 446kcal,"SHEEP MILK , salt, rennet, bark: preservative E 235, coloring E 160b (ii), E 172.             ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,Gran d'Oro,€4.65,"Gran d'Oro 200 g , Heiderbeck GmbH has provided the above information.",https://oda.com//de/products/58790-oda-kasetheke-gran-doro/,https://bilder.kolonial.no/local_products/41c29116-ce15-4995-b999-bcaf8853e4d7.jpg?auto=format&fit=max&w=591&s=f737c59725ecc988eb205c3e4b0303bc,,Italy,,200 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Germany",,,,,,,,,,,,,1.20g,30g,0g,0g,21g,30g,1620kJ / 390kcal,"COW MILK , salt, rennet replacer, cultures.    ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,Jarlsberg Irish semi-hard cheese 45% fat in dry matter,€2.29,"Jarlsberg slices 150g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/60364-tine-jarlsberg-irischer-schnittkase-45-fett-i-tr/,https://bilder.kolonial.no/local_products/0c5ca30e-55ec-449a-8c0b-eab079e79920.jpg?auto=format&fit=max&w=1000&s=a918e8b3188e06b7f923a7cc107996c5,,,,150 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Ireland,,,,,,,,1.10g,27g,0g,0g,17g,27g,1458kJ / 351kcal,"Pasteurized  COW MILK , cheese cultures, salt, microbial rennet.     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,🇳🇴 Tine Ekte Geitost,€6.99,"Ekte Geitost 250g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61395-tine-tine-ekte-geitost-molkenkase-aus-ziegenmilch/,https://bilder.kolonial.no/local_products/88937465-85ba-4337-9fa5-700c018d370b.jpg?auto=format&fit=max&w=996&s=3818b88f047cc2d84413e656688f897a,,,,250 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Norway,,,,,,,,0.80g,13g,30g,37g,17g,27g,1836kJ / 440kcal,"GOAT WHEY , GOAT CREAM , GOAT MILK .   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,🇳🇴 Tine Jarlsberg Disc Lite,€2.29,"Jarlsberg lite slices 150g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61398-tine-tine-jarlsberg-scheiben-lite/,https://bilder.kolonial.no/local_products/b35dae67-cb84-4b64-ac10-222c551c4ac0.jpg?auto=format&fit=max&w=1000&s=40fb0162aec96feba98f77fe38e3cf4a,,,,150 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Ireland,,,,,,,,1g,31g,0g,0g,10g,16g,1119kJ / 268kcal,"pasteurized  COW MILK , microbial rennet substitute, salt, cultures.     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,🇳🇴 Snofrisk chanterelles,€2.99,"Snofrisk chanterelles 125g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61399-tine-snofrisk-pfifferlinge-ziegenfrischkasezuberei/,https://bilder.kolonial.no/local_products/310979be-ceaf-4b84-9a34-e89dcee9bd0c.jpg?auto=format&fit=max&w=1000&s=c9b1980d21a412e6404f3219f4a28c5c,,,,125 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Norway,,,,,,,,1.30g,6g,2g,2g,15g,23g,987kJ / 239kcal,"pasteurized  GOAT'S MILK  (80%),  pasteurized  COW'S CREAM , chanterelles (4%), salt, onion, flavoring, wine vinegar, cheese cultures.        ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,🇳🇴 Snofrisk Red Onion,€2.99,"Snöfrisk red onion and thyme 125g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61401-tine-snofrisk-rote-zwiebel-ziegenfrischkasezuberei/,https://bilder.kolonial.no/local_products/ac565383-8415-4c96-90ff-b18f15b15992.jpg?auto=format&fit=max&w=1000&s=9d1caba94dd41bec7d4c8e4ebf0775a6,,,,125 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Norway,,,,,,,,1.30g,6g,2g,2g,15g,23g,987kJ / 239kcal,"pasteurized  GOAT'S MILK  (80%),  pasteurized  COW'S CREAM , red onions (4%), salt, onions, thyme, aroma, cheese cultures.         ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,🇳🇴 Snofrisk horseradish,€2.99,"Snofrisk horseradish 125g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61402-tine-snofrisk-meerrettich-ziegenfrischkasezubereit/,https://bilder.kolonial.no/local_products/b36e924d-6fd3-473a-a99c-0bd98e57bc68.jpg?auto=format&fit=max&w=1000&s=7f79c403193abd11edade593117585da,,,,125 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Norway,,,,,,,,1.30g,6g,2g,2g,15g,23g,987kJ / 239kcal,"pasteurized  GOAT'S MILK  (80%),  pasteurized  COW'S CREAM , salt, horseradish (1.5%), onion, rapeseed oil, wine vinegar, aroma, cheese cultures.         ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,🇳🇴 Snofrisk nature,€2.99,"Goat cream cheese preparation from Norway , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61403-tine-snofrisk-natur-ziegenfrischkasezubereitung-au/,https://bilder.kolonial.no/local_products/ca3c057c-05a8-4635-94a2-2607fe7a056e.jpg?auto=format&fit=max&w=1000&s=551dc687105c5bbab5c8face4f9b7db7,,,,125 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Norway,,,,,,,,1.30g,6.60g,2g,2g,16g,25g,1071kJ / 259kcal,"pasteurized  GOAT'S MILK  (80%),  pasteurized  COW'S CREAM , salt, cheese cultures.   ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,Reichenbach Extra Grand Cru Classe,€3.39,"The Grand Cru Classé is a characterful, traditional, top-class Swiss mountain cheese. The rustic rind, the strong taste and the firm consistency are evidence of a long maturation. The piece of cheese is cut directly from the large loaf. , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61404-reichenbach-reichenbach-extra-grand-cru-classe/,https://bilder.kolonial.no/local_products/528e04c3-7eb1-4f87-87df-8db58379d73e.jpg?auto=format&fit=max&w=747&s=85147e03fe7f6e39f3925342d938268d,,,,150 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Switzerland,,,,,,,,1.50g,27g,0g,0g,18.60g,33g,1680kJ / 405kcal,"thermized  COW MILK , salt, cultures, microbial rennet.     ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,Reichenbach Extra creamy and spicy,€3.49,"Original Swiss cheese with a creamy, spicy note. Full fat content in the cream stage, with a particularly creamy consistency. The pronounced spiciness that develops during maturing makes the creamy-spicy one of the most popular cheeses in the world today. , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61405-reichenbach-reichenbach-extra-cremig-wurzig/,https://bilder.kolonial.no/local_products/3313674a-7fef-4dc9-800b-29a511b4de61.jpg?auto=format&fit=max&w=747&s=9289616676b1973a20e67409dc49d21a,,,,150 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Switzerland,,,,,,,,1.70g,25.50g,0g,0g,18.10g,30.20g,1558kJ / 373kcal,"thermized  COW MILK , salt, cultures, microbial rennet.     ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,Reichenbach Extra Cave Aged,€3.49,"For half a year, the cave ripened deep down in the rocks of the Reichenbach Cave. The cool, humid air of the cave develops a very individual, particularly spicy and unmistakable cheese taste. The Reichenbach ripening masters, who monitor the cheese ripening underground in the cave and lovingly care for the beautiful, round loaves, vouch for this cheese with their good name - Reichenbach. , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61406-reichenbach-reichenbach-extra-hohlengereift/,https://bilder.kolonial.no/local_products/6f3516b6-6ea9-484d-9a1a-0f0f720a2d31.jpg?auto=format&fit=max&w=747&s=aeb05a7078d4fc2aad25f561d0a5feb9,,,,150 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Switzerland,,,,,,,,1.60g,25.40g,0g,0g,20.60g,32.30g,1709kJ / 409kcal,"thermized  COW MILK , salt, cultures, microbial rennet.     ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,"Reichenbach Affinage ""Weinchäs"" in one piece",€3.89,"Reichenbach Affinage ""Wine Cheese"" 150g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61407-reichenbach-reichenbach-affinage-weinchas-im-stuck/,https://bilder.kolonial.no/local_products/f81c85af-300f-4b5a-9176-cfed0545c586.jpg?auto=format&fit=max&w=747&s=d54edc8e63de74ac0196e788ddf85bf6,,,,150 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Switzerland,,,,,,,,1.70g,25g,0g,0g,17g,28g,1480kJ / 356kcal,"COW'S MILK , salt, cultures, microbial rennet, red wine for refinement .         ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,"Reichenbach nature ""Bauernchees"" in one piece",€2.99,"Reichenbach natural ""Farmer's Cheese"" 150g , HKL Hamburger Kaselager GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/61410-reichenbach-reichenbach-natur-bauernchas-im-stuck/,https://bilder.kolonial.no/local_products/eb6ac8e0-641f-4d3b-971b-be60193ab1c3.jpg?auto=format&fit=max&w=747&s=617de47ea48beb740ca7947d454e0352,,,,,,"cheese, eggs and dairy products",cheese counter,oda,,,150 Gramm,daily,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",Schweiz,,,,,,,,,,,,,,,,,,1.70 g,25.10 g,,0 g,0 g,16.90 g,28.20 g,1480 kJ / 354 kcal,"pasteurisierte KUHMILCH, Salz, Kulturen, mikrobielles Lab. ",5 Tage,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,"Reichenbach natural ""Wiesenchäs"" in one piece",€2.99,"Reichenbach nature ""Wiesenchäs"" 140g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61411-reichenbach-reichenbach-natur-wiesenchas-im-stuck/,https://bilder.kolonial.no/local_products/1f97f6f7-367d-4805-b357-92925cb6a8e6.jpg?auto=format&fit=max&w=747&s=65f72f35ff02eef3899c1955f4972c09,,,,140 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Switzerland,,,,,,,,1.80g,26g,0g,0g,17.70g,29.40g,1539kJ / 368kcal,"pasteurized  COW MILK , salt, cultures, microbial rennet.     ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,"Reichenbach Affinage ""Almblossom"" in one piece",€3.79,"Reichenbach Affinage ""Almblossom"" 140g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61412-reichenbach-reichenbach-affinage-almblute-im-stuck/,https://bilder.kolonial.no/local_products/a8d3cadc-b93f-460d-9e3d-b2af6f849069.jpg?auto=format&fit=max&w=747&s=32c4d5bb968451b1d4d138e106ad9c05,,,,140 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Switzerland,,,,,,,,1.80g,26g,0g,0g,18g,29g,1515kJ / 365kcal,"COW MILK , salt, cultures, microbial rennet, floral blossoms (cornflower blossoms, calendula blossoms) on the rind.           ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,"Reichenbach natural ""Swiss nutty"" in one piece",€2.99,"Reichenbach natural ""Swiss nutty"" 140g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61413-reichenbach-reichenbach-natur-swiss-nussig-im-stuc/,https://bilder.kolonial.no/local_products/09d33abb-1ff0-4d2d-846b-b02e6ea57721.jpg?auto=format&fit=max&w=747&s=a8e96d79f991a1c2a7780dd19c3735d3,,,,140 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Switzerland,,,,,,,,0.50g,31g,0g,0g,17g,29g,1600kJ / 380kcal,"pasteurized  COW MILK , salt, animal rennet, lactic acid bacteria.     ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,"Reichenbach nature ""St.Gallen mountaineers"" in one piece",€2.89,"Reichenbach nature ""St.Gallen Bergsteiger"" 140g , HKL Hamburger Kaselager GmbH has provided the above information.",https://oda.com//de/products/61417-reichenbach-reichenbach-natur-st-galler-bergsteige/,https://bilder.kolonial.no/local_products/964f1be9-a6f7-4222-9d52-b3be0f309128.jpg?auto=format&fit=max&w=747&s=3a47d7acd74366af6637361a1feda547,,,,140 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"HKL Hamburger Kaselager GmbH, Brandshofer Deich 68, 20539 Hamburg",,,,,Switzerland,,,,,,,,1.30g,27.30g,0g,0g,18g,30g,1582kJ / 378kcal,"pasteurized  COW MILK , salt, cultures, microbial rennet.     ",5 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,bedda Granvegano,€3.99,"bedda granvegano wedge 150g , ethiconomy services GmbH has provided the above information.",https://oda.com//de/products/61422-bedda-bedda-granvegano-im-stuck/,https://bilder.kolonial.no/local_products/f5798177-a6d0-4516-a1b5-028d729df0d6.jpg?auto=format&fit=max&w=775&s=a3f710b8d97237145c2557929e8829a9,,,,10 grams,daily,"cheese, eggs and dairy products",cheese counter,oda,,,,,,,"ethiconomy services GmbH, Brandshofer Deich 68, D-20539 Hamburg, Germany",,,,,Germany,,,"The bedda Granvegano will not disappoint our Italy lovers: authentic, intense and spicy. Grated or shaved, it is an excellent vegan topping for pasta, pizza or casseroles. Buon Appetito!",,,,,4g,0.70g,0g,31g,21g,24g,1427kJ / 341kcal,"Modified Starch, Water, Coconut Oil (24%), Sea Salt, Acidity Regulator: Calcium Citrate, Flavouring, Olive Extract, Rice Protein.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,Casa di Pietro Scamorza affumicata,€2.55,"Pasta filata Käse aus Kuhmilch, goldgelbe Rinde, langsam und natürlich geräuchert, hell-strohgelber Teig,elastisch-kompakte Textur,mild-aromatischer Geschmack mit arttypischer Rauchnote, Kampanien. , Heiderbeck GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/58780-oda-kasetheke-casa-di-pietro-scamorza-affumicata/,https://bilder.kolonial.no/local_products/ccb03584-3d15-4775-9003-4a156de12f33.jpg?auto=format&fit=max&w=1000&s=91a3d9bc3ca5b2e132c0e9bfac732bd9,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,150 Gramm,daily,,,,,,"Heiderbeck GmbH, Gewerbering 4, 82140 Olching, Deutschland",Italien,,,,,,,,,,,,,,,,,,1.90 g,22 g,,0.50 g,1.60 g,11 g,16 g,1000 kJ / 240 kcal,"KUHMILCH, Labaustauschstoff, Salz, Kulturen, Säureregulator Citronensäure, Rauch. ",,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,Simply V Gourmet Slices Creamy,€2.99,"Man bekommt gar nicht genug von den Genießerscheiben mit Cashew. Mit ihrer cremigen Konsistenz und dem feinen, milden Geschmack würde man am liebsten mindestens 3 Scheiben auf das Brot packen. Egal ob für Groß oder Klein, Stulle oder Toasts, süß oder herzhaft – sie sind einfach etwas Besonderes. , E.V.A. GmbH hat die oben genannten Informationen zur Verfügung gestellt.",https://oda.com//de/products/42171-simply-v-simply-v-geniesserscheiben-cremig/,https://bilder.kolonial.no/local_products/e532ff32-bb49-4b56-9e87-792bb1102172.jpg?auto=format&fit=max&w=594&s=ea2d9eb2ee1eaa47ff4edf6905286202,,,,,,"cheese, eggs and dairy products",Cheese & Cheese Alternatives,oda,,,150 Gramm,daily,,,,,,"E.V.A. GmbH, Irsengunder Str. 13, D-88179 Oberreute, Deutschland",Deutschland,,,,,,,,,2g,,,,19g,,,,,,,,,,,19 g,1131 kJ / 270 kcal,"53% Cashewnusszubereitung (Trinkwasser, 2% geröstete CASHEWNÜSSE), Kokosöl, modifizierte Stärke, Stärke, Salz, Kartoffelprotein, Aroma, färbendes Lebensmittel (Konzentrat aus Karotte und Apfel), Antioxidationsmittel: Natriumascorbat. 
Kann Spuren von anderen Schalenfrüchten (Walnuss, Mandel) enthalten. ",,,,,Nüssen.,,,,,,,,,,,,,,,,,,,,,
